dataset,variable,label,n_valid,n_total
ZA8974_allbus,v22_1,Rangplatz Parteien: 1. Nennung,26419,29117
ZA8974_allbus,v22_2,Rangplatz Parteien: 2. Nennung,24701,29117
ZA8974_allbus,v22_3,Rangplatz Parteien: 3. Nennung,20439,29117
ZA8974_allbus,v23_1,Links-Rechts-Kontinuum: SPD,1396,29117
ZA8974_allbus,v23_2,Links-Rechts-Kontinuum: CDU,1402,29117
ZA8974_allbus,v23_3,Links-Rechts-Kontinuum: CSU,1382,29117
ZA8974_allbus,v23_4,Links-Rechts-Kontinuum: Grüne,1387,29117
ZA8974_allbus,v23_5,Links-Rechts-Kontinuum: FDP,1374,29117
ZA8974_allbus,v23_6,Links-Rechts-Kontinuum: AfD,1410,29117
ZA8974_allbus,v23_7,Links-Rechts-Kontinuum: Linke,1393,29117
ZA8974_allbus,v24,Bundeskanzler: Macht O. Scholz gute Arbeit?,27747,29117
ZA8974_allbus,v25,Bundeskanzler: Zeigt O. Scholz Führungsstärke?,1497,29117
ZA8974_allbus,v26,Bundeskanzler: Beurteilung O. Scholz in Ukraine-Krise,2909,29117
ZA8974_allbus,v27,Bundesregierung: Verhältnis der Regierungsparteien,2860,29117
ZA8974_allbus,v28,Bundesregierung: Welche Partei verursacht die schlechte Stimmung?,1262,29117
ZA8974_allbus,v29,Bundesregierung: Setzt SPD Vorstellungen durch?,1468,29117
ZA8974_allbus,v30,Bundesregierung: Setzen Grüne Vorstellungen durch?,1496,29117
ZA8974_allbus,v31,Bundesregierung: Setzt FDP Vorstellungen durch?,1478,29117
ZA8974_allbus,v32,Bundesregierung: Welche Partei blockiert?,1414,29117
ZA8974_allbus,v33,Bundesregierung: Wird die FDP vorzeitig aussteigen?,1410,29117
ZA8974_allbus,v34,Bundesregierung: Sollte O. Scholz Neuwahlen ermöglichen?,1485,29117
ZA8974_allbus,v35,Bundesregierung: Macht die Bundesregierung ihre Arbeit gut?,23240,29117
ZA8974_allbus,v36,Bundesregierung: Wäre eine CDU/CSU-Regierung besser?,13276,29117
ZA8974_allbus,v37,Bundesregierung: Wird die Koalition bis zur nächsten BTW halten?,11871,29117
ZA8974_allbus,v38,Bundesregierung: Streit nach Landtagswahlen im Osten,1536,29117
ZA8974_allbus,v39,Bundesregierung: Wer ist schuld am Haushaltsstreit?,1476,29117
ZA8974_allbus,v40,Bundesregierung: Einigung im Haushaltsstreit,1346,29117
ZA8974_allbus,v41,Bundesregierung: Zerbricht die Koalition am Haushaltsstreit?,1348,29117
ZA8974_allbus,v42,Bundesregierung: Zusammenarbeit nach Haushaltsstreit,1544,29117
ZA8974_allbus,v43,Bundestagswahl:  Präferierte Regierung,1451,29117
ZA8974_allbus,v44,Bundestagswahl: Stärkste Partei bereits klar?,4812,29117
ZA8974_allbus,v45,Bundestagswahl: Wer wird stärkste Partei?,4557,29117
ZA8974_allbus,v46,Bundestagswahl: Vorgezogene BTW gut?,5863,29117
ZA8974_allbus,v47,Bundestagswahl: Sollte O. Scholz erneut kandidieren?,2993,29117
ZA8974_allbus,v48,Bundestagswahl: Präferierter Bundeskanzler,1391,29117
ZA8974_allbus,v49,Bundestagswahl: Lieber O. Scholz oder F. Merz als Kanzler?,6795,29117
ZA8974_allbus,v50,Bundestagswahl: Lieber F. Merz oder R. Habeck als Kanzler?,1436,29117
ZA8974_allbus,v51,Bundestagswahl: Lieber B. Pistorius oder F. Merz als Kanzler?,1417,29117
ZA8974_allbus,v52,Eignung als Bundeskanzler: O. Scholz,3053,29117
ZA8974_allbus,v53,Eignung als Bundeskanzler: F. Merz,5887,29117
ZA8974_allbus,v54,Eignung als Bundeskanzler: R. Habeck,3031,29117
ZA8974_allbus,v55,Eignung als Bundeskanzlerin: A. Weidel,3023,29117
ZA8974_allbus,v56,Eignung als Bundeskanzler: M. Söder,2955,29117
ZA8974_allbus,v57,Eignung als Bundeskanzler: H. Wüst,2288,29117
ZA8974_allbus,v58,SPD: Bester Kanzlerkandidat,2882,29117
ZA8974_allbus,v59,CDU/CSU: Bester Kanzlerkandidat,5538,29117
ZA8974_allbus,v60,CDU/CSU: Keine Zusammenarbeit mit der Linken,2830,29117
ZA8974_allbus,v61,CDU/CSU: Keine Zusammenarbeit mit der AfD,4516,29117
ZA8974_allbus,v62,AfD: Regierungsbeteiligung im Bund,5919,29117
ZA8974_allbus,v63,AfD: Wie weit verbreitet ist Rechtextremismus?,1499,29117
ZA8974_allbus,v64,AfD: Unterstützung Parteiverbot,2819,29117
ZA8974_allbus,v65,AfD: Nähe zum russischen Regime,1401,29117
ZA8974_allbus,v66,AfD: Gefahr für die Demokratie?,7303,29117
ZA8974_allbus,v67,CDU: Mit dem BSW regieren?,8430,29117
ZA8974_allbus,v68,CDU: Mit der Linken regieren?,1518,29117
ZA8974_allbus,v69,SPD: Mit dem BSW regieren?,1456,29117
ZA8974_allbus,v70,FDP: Wird die FDP noch gebraucht?,1594,29117
ZA8974_allbus,v71,FDP: Wird die FDP von C. Lindner gut geführt?,1480,29117
ZA8974_allbus,v72,BSW: Würden Sie die Wagenknecht-Partei wählen?,2950,29117
ZA8974_allbus,v73,BSW: Wird die Partei langfristig erfolgreich sein?,1404,29117
ZA8974_allbus,v74,BSW: Regierungsbeteiligung im Bund,2936,29117
ZA8974_allbus,v75,Beste Partei: Wirtschaftliche Probleme,16666,29117
ZA8974_allbus,v76,Beste Partei: Soziale Gerechtigkeit,5721,29117
ZA8974_allbus,v77,Beste Partei: Neue Arbeitsplätze,2548,29117
ZA8974_allbus,v78,Beste Partei: Sicherung der Renten,1297,29117
ZA8974_allbus,v79,Präferierte Partei: Klimaschutz,2737,29117
ZA8974_allbus,v80,"Präferierte Partei: Asylpolitik, Flüchtlinge",1411,29117
ZA8974_allbus,v81,Ost/West: Überwiegen Unterschiede oder Gemeinsamkeiten?,1387,29117
ZA8974_allbus,v82,Ost/West: Selbstidentifikation,1400,29117
ZA8974_allbus,v83,Wirtschaft: Beurteilung finanzielle Hilfe durch Bundesregierung,1472,29117
ZA8974_allbus,v84,Wirtschaft: Mehr finanzielle Hilfe vom Staat?,1543,29117
ZA8974_allbus,v85,Wirtschaft: Tut die Bundesregierung genug?,1457,29117
ZA8974_allbus,v86,Wirtschaft: Wie soll die Unterstützung finanziert werden?,2939,29117
ZA8974_allbus,v87,Autoindustrie: Sollte die Autoindustrie unterstützt werden?,1507,29117
ZA8974_allbus,v88,Autoindustrie: Arbeitsplatzabbau und Lohnsenkungen bei VW,1358,29117
ZA8974_allbus,v89,Soziale Gerechtigkeit: Einschätzung der sozialen Gerechtigkeit,1542,29117
ZA8974_allbus,v90,"Soziale Gerechtigkeit: Habe, was mir gerechterweise zusteht",1492,29117
ZA8974_allbus,v91,Sozialpolitik: Kürzungen im Bereich Soziales?,2743,29117
ZA8974_allbus,v92,Sozialpolitik: Früheren Rentenbeginn abschaffen?,1404,29117
ZA8974_allbus,v93,"Haushalt: Sparen, Steuern erhöhen oder Schulden machen?",1360,29117
ZA8974_allbus,v94,Haushalt: An Schuldenbremse festhalten?,7029,29117
ZA8974_allbus,v95,Haushalt: Ist Ukraine Krieg eine Notsituation?,1323,29117
ZA8974_allbus,v96,Landwirtschaftspolitik: Beurteilung von Kürzungen,1543,29117
ZA8974_allbus,v97,Bauern: Gehen die Blockaden und Proteste zu weit?,1567,29117
ZA8974_allbus,v98,Tarifverhandlungen: Wird zu viel gestreikt?,1457,29117
ZA8974_allbus,v99,Tarifverhandlungen DB: Verständnis für Streiks?,3032,29117
ZA8974_allbus,v100,Rechtsextremismus: Demos gegen Rechts gut?,1430,29117
ZA8974_allbus,v101,Rechtsextremismus: Stärken Demos gegen Rechts die AfD?,1431,29117
ZA8974_allbus,v102,Asylpolitik: Kann Deutschland die Flüchtlingszahlen verkraften?,2939,29117
ZA8974_allbus,v103,Asylpolitik: Verschärfung der Regelungen?,1328,29117
ZA8974_allbus,v104,Asylpolitik: Wird es gelingen mehr Abschiebung durchzuführen?,1469,29117
ZA8974_allbus,v105,Asylpolitik: Tut Bund genug für Städte und Gemeinden?,1344,29117
ZA8974_allbus,v106,Asylpolitik: Umgang mit syrischen Flüchtlingen,1556,29117
ZA8974_allbus,v107,Asylpolitik: Wird genug für Flüchtlinge aus der Ukraine getan?,1309,29117
ZA8974_allbus,v108,Verteidigung: Bundeswehr gut aufgestellt für Landesverteidigung?,1400,29117
ZA8974_allbus,v109,Verteidigung: Sorge um Krieg mit Beteiligung der Bundeswehr?,3030,29117
ZA8974_allbus,v110,Verteidigung: Tut Regierung genug für Finanzierung der Bundeswehr?,1485,29117
ZA8974_allbus,v111,Verteidigung: Mehr Geld für die Bundeswehr?,4293,29117
ZA8974_allbus,v112,Verteidigung: Für oder gegen Gesellschaftsjahr (Wehrpflicht)?,1433,29117
ZA8974_allbus,v113,Verteidigung: NATO gut aufgestellt für Verteidigung / Abschreckung?,1423,29117
ZA8974_allbus,v114,Verteidigung: Wie wichtig ist Verteidigungsfähigkeit ohne Hilfe der USA?,3000,29117
ZA8974_allbus,v115,Verteidigung: Wird sich Europa ohne die USA verteidigen können?,1371,29117
ZA8974_allbus,v116,EU: Mitgliedschaft von Vorteil für deutsche Bevölkerung?,3015,29117
ZA8974_allbus,v117,EU: Engere Zusammenarbeit oder mehr Eigenständigkeit?,1420,29117
ZA8974_allbus,v118,EU: Sind europakritische Parteien ein Problem für die EU?,2973,29117
ZA8974_allbus,v119,EU: Wie wichtig ist deutsch-französische Zusammenarbeit?,1556,29117
ZA8974_allbus,v120,EU: Sorge vor wirtschaftlichem Bedeutungsverlust,1447,29117
ZA8974_allbus,v121,EU: Beurteilung U. von der Leyen erneut Kommissionspräsidentin,1248,29117
ZA8974_allbus,v122,Ukraine: EU-Aufnahme ja oder nein?,1292,29117
ZA8974_allbus,v123,Ukraine: Gebietsverluste akzeptieren?,6703,29117
ZA8974_allbus,v124,Ukraine: Sollte Westen drängen Gebietsverluste zu akzeptieren?,1454,29117
ZA8974_allbus,v125,Ukraine: Soll die EU mehr Waffen liefern?,4378,29117
ZA8974_allbus,v126,Ukraine: Unterstützt die EU genug?,1375,29117
ZA8974_allbus,v127,Ukraine: Westliche Militärhilfe stärken?,8896,29117
ZA8974_allbus,v128,Ukraine: Soll Deutschland Taurus Raketen liefern?,1411,29117
ZA8974_allbus,v129,Ukraine: Helfen die Waffenlieferungen aus den USA?,1380,29117
ZA8974_allbus,v130,Ukraine: Einsatz von US-Waffensystemen mit hoher Reichweite,1496,29117
ZA8974_allbus,v131,Ukraine: Wird Russland östliche NATO-Länder angreifen?,2956,29117
ZA8974_allbus,v132,Ukraine: Wird sich der Krieg ausweiten?,1401,29117
ZA8974_allbus,v133,Ukraine: Wird Ukraine den Krieg mit westlicher Hilfe gewinnen?,1384,29117
ZA8974_allbus,v134,Ukraine: Nach Krieg in NATO aufnehmen?,1381,29117
ZA8974_allbus,v135,Ukraine: Was könnte Putin bewegen einzulenken?,1343,29117
ZA8974_allbus,v136,Ukraine: Friedensverhandlungen in nächster Zeit?,1518,29117
ZA8974_allbus,v137,Ukraine: Wie hilfreich sind Gespräche mit Putin?,3163,29117
ZA8974_allbus,v138,Ukraine: Kann Donald Trump einen Frieden vermitteln?,1539,29117
ZA8974_allbus,v139,Nahost: Stabile Verhältnisse nach Machtwechsel in Syrien?,1442,29117
ZA8974_allbus,v140,Nahost: Militärisches Vorgehen Israels gerechtfertigt?,2743,29117
ZA8974_allbus,v141,Nahost: Mehr Druck für humanitäre Versorgung in Gaza?,1433,29117
ZA8974_allbus,v142,Nahost: Ende der Kampfhandlungen in Aussicht?,1428,29117
ZA8974_allbus,v143,Nahost: Sollte D. mehr Druck auf Israel ausüben den Krieg zu beenden?,1384,29117
ZA8974_allbus,v144,Nahost: Ausweitung auf Konflikt zwischen Israel und Iran,1297,29117
ZA8974_allbus,v145,Nahost: Wer ist schuld an Kampfhandlungen im Libanon?,1418,29117
ZA8974_allbus,v146,USA: Wird J. Biden erneut antreten?,1499,29117
ZA8974_allbus,v147,USA: Präferierter Präsident,1551,29117
ZA8974_allbus,v148,USA: Erwarteter Sieger Präsidentschaftswahl,5530,29117
ZA8974_allbus,v149,USA: Wird D. Trump wieder zum Präsidenten gewählt?,1396,29117
ZA8974_allbus,v150,USA: Wird USA unter Trump weiterhin Europas Sicherheit garantieren?,5534,29117
ZA8974_allbus,v151,USA: Wiederwahl von D. Trump gut für Deutschland?,1432,29117
ZA8974_allbus,v152,USA: Ist D. Trump eine Gefahr für die US-Demokratie?,1408,29117
ZA8974_allbus,v153,Spionage: Russische Einflussnahme auf Politik in D. gefährlich?,1437,29117
ZA8974_allbus,v154,"Spionage: Einflussnahme Chinas, Russlands Gefahr für D.?",1414,29117
ZA8974_allbus,v155,"Sicherheit: Gewalt gegen Politik, Polizei und Rettungswesen",1455,29117
ZA8974_allbus,v156,Sicherheit: Fühlen Sie sich durch Kriminalität bedroht?,3070,29117
ZA8974_allbus,v157,Cannabis: Beurteilung der Legalisierung,1404,29117
ZA8974_allbus,v158,Europameisterschaft: Befürchten Sie Anschläge?,1508,29117
ZA8974_allbus,v159,Europameisterschaft: Wie weit kommt Deutschland?,1274,29117
ZA8974_allbus,v160,Europameisterschaft: Wird Deutschland Europameister?,1236,29117
ZA8974_allbus,v161,Europameisterschaft: Hat sich Deutschland gut präsentiert?,1476,29117
ZA8974_allbus,v162,Olympiade: Sollte Deutschland sich um die Olympiade bewerben?,1516,29117
ZA8974_allbus,v163,Feminismus: Wie stark ist Gleichberechtigung verwirklicht?,1475,29117
ZA8974_allbus,v164,Rückblick: 2024 eher gut oder schlecht?,1526,29117
ZA8974_allbus,v165,Ausblick: 2025 eher besser oder schlechter?,1560,29117
ZA8974_allbus,v166,Links-Rechts-Kontinuum: Selbsteinstufung,27792,29117
ZA8974_allbus,v167,Diffuse Unterstützung: Stärke Politikinteresse,28985,29117
ZA8974_allbus,v168,Diffuse Unterstützung: Demokratiezufriedenheit,6133,29117
ZA8974_allbus,v169,Diffuse Unterstützung: Hat sich das GG bewährt?,1411,29117
ZA8974_allbus,v170,Wirtschaftliche Lage: In Deutschland,18342,29117
ZA8974_allbus,v171,Wirtschaftliche Lage: Eigene Lage,18407,29117
ZA8974_allbus,v172,Wirtschaftliche Lage: Eigene Lage in 1 Jahr,18171,29117
ZA8974_allbus,v173,Wirtschaftliche Lage: Entwicklung in Deutschland,18186,29117
ZA8974_allbus,v174,Wirtschaftliche Lage: Geld für Weihnachtsgeschenke,1643,29117
ZA8974_allbus,v175,Geschlecht,29117,29117
ZA8974_allbus,v176,"Alter, kategorisiert",29117,29117
ZA8974_allbus,v177,"Schulabschluss, 5 Kat.",29039,29117
ZA8974_allbus,v178,Angestrebter Schulabschluss,77,29117
ZA8974_allbus,v179,Abgeschlossenes Studium,17230,29117
ZA8974_allbus,v180,Abgeschlossene Lehre,28897,29117
ZA8974_allbus,v181,Erwerbsstatus,28876,29117
ZA8974_allbus,v182,Einschätzung Arbeitsplatzsicherheit,16446,29117
ZA8974_allbus,v183,Beruflicher Status,27472,29117
ZA8974_allbus,v184,HH: Anzahl Haushaltsmitglieder,29117,29117
ZA8974_allbus,v185,HH: Anzahl Erwachsener (18+),21993,29117
ZA8974_allbus,v186,HH: Gewerkschaftsmitglieder,28884,29117
ZA8974_allbus,v187,Religionszugehörigkeit bzw. Konfession,28836,29117
ZA8974_allbus,v188,Kirchgangshäufigkeit,13953,29117
ZA8974_allbus,v189,Parteineigung: Ja / Nein?,28647,29117
ZA8974_allbus,v190,Parteineigung: Welche Partei?,17187,29117
ZA8974_allbus,v191,Stärke der Parteineigung,17113,29117
ZA6832_tracking0923,za_nr,Studiennummer,52341,52341
ZA6832_tracking0923,za_nr_od,Studiennummer: Original Datensatz,52341,52341
ZA6832_tracking0923,version,Gesis Archivversion,0,52341
ZA6832_tracking0923,doi,Digital Objective Identifier,0,52341
ZA6832_tracking0923,sample,Stichprobe,52341,52341
ZA6832_tracking0923,field_start,Beginn Erhebungszeitraum,0,52341
ZA6832_tracking0923,field_end,Ende Erhebungszeitraum,0,52341
ZA6832_tracking0923,lfdn,Laufende Nummer,52341,52341
ZA6832_tracking0923,lfdn_od,Laufende Nummer: Original Datensatz,52341,52341
ZA6832_tracking0923,t0001_1,"Wahlkreis, 1. Phase",13876,52341
ZA6832_tracking0923,t0001_2,"Wahlkreis, 2. Phase",8866,52341
ZA6832_tracking0923,t0001_3,"Wahlkreis, 3. Phase",7164,52341
ZA6832_tracking0923,t0001_4,"Wahlkreis, 4. Phase",10131,52341
ZA6832_tracking0923,t0001_5,"Wahlkreis, 5. Phase",7742,52341
ZA6832_tracking0923,t0002,Ost/West (Zuordnung von Berlinern zu Ostdeutschland),40938,52341
ZA6832_tracking0923,t0003_1,"Sozial-/regionalstrukturelles Gewicht (MZ, mit Zeitunterschreiter)",11403,52341
ZA6832_tracking0923,t0003_2,"Sozial-/regionalstrukturelles Gewicht (MZ, mit Zeitunterschreiter)",40938,52341
ZA6832_tracking0923,t0004_1,"Sozial-/regionalstrukturelles Gewicht (MZ, o. Zeitunterschreiter)",9147,52341
ZA6832_tracking0923,t0004_2,"Sozial-/regionalstrukturelles Gewicht (MZ, o. Zeitunterschreiter)",9168,52341
ZA6832_tracking0923,t0004_3,"Sozial-/regionalstrukturelles Gewicht (MZ, o. Zeitunterschreiter)",35291,52341
ZA6832_tracking0923,t0005_1,"Sozial-/regionalstrukturelles Gewicht (Onliner, mit Zeitunterschreiter)",11403,52341
ZA6832_tracking0923,t0005_2,"Sozial-/regionalstrukturelles Gewicht (Onliner, mit Zeitunterschreiter)",34783,52341
ZA6832_tracking0923,t0006_1,"Sozial-/regionalstrukturelles Gewicht (Onliner, o. Zeitunterschreiter)",9147,52341
ZA6832_tracking0923,t0006_2,"Sozial-/regionalstrukturelles Gewicht (Onliner, o. Zeitunterschreiter)",9168,52341
ZA6832_tracking0923,t0006_3,"Sozial-/regionalstrukturelles Gewicht (Onliner, o. Zeitunterschreiter)",31295,52341
ZA6832_tracking0923,t0007_1,"Wahlkreiszuordnung nicht eindeutig: 1. Moeglichkeit, 1. Phase",369,52341
ZA6832_tracking0923,t0007_2,"Wahlkreiszuordnung nicht eindeutig: 1. Moeglichkeit, 2. Phase",1217,52341
ZA6832_tracking0923,t0007_3,"Wahlkreiszuordnung nicht eindeutig: 1. Moeglichkeit, 3. Phase",949,52341
ZA6832_tracking0923,t0007_4,"Wahlkreiszuordnung nicht eindeutig: 1. Moeglichkeit, 4. Phase",606,52341
ZA6832_tracking0923,t0007_5,"Wahlkreiszuordnung nicht eindeutig: 1. Moeglichkeit, 5. Phase",466,52341
ZA6832_tracking0923,t0008_1,"Wahlkreiszuordnung nicht eindeutig: 2. Moeglichkeit, 1. Phase",369,52341
ZA6832_tracking0923,t0008_2,"Wahlkreiszuordnung nicht eindeutig: 2. Moeglichkeit, 2. Phase",1215,52341
ZA6832_tracking0923,t0008_3,"Wahlkreiszuordnung nicht eindeutig: 2. Moeglichkeit, 3. Phase",949,52341
ZA6832_tracking0923,t0008_4,"Wahlkreiszuordnung nicht eindeutig: 2. Moeglichkeit, 4. Phase",606,52341
ZA6832_tracking0923,t0008_5,"Wahlkreiszuordnung nicht eindeutig: 2. Moeglichkeit, 5. Phase",466,52341
ZA6832_tracking0923,t0009_1,"Wahlkreiszuordnung nicht eindeutig: 3. Moeglichkeit, 1. Phase",40,52341
ZA6832_tracking0923,t0009_2,"Wahlkreiszuordnung nicht eindeutig: 3. Moeglichkeit, 2. Phase",208,52341
ZA6832_tracking0923,t0009_3,"Wahlkreiszuordnung nicht eindeutig: 3. Moeglichkeit, 3. Phase",148,52341
ZA6832_tracking0923,t0009_4,"Wahlkreiszuordnung nicht eindeutig: 3. Moeglichkeit, 4. Phase",80,52341
ZA6832_tracking0923,t0009_5,"Wahlkreiszuordnung nicht eindeutig: 3. Moeglichkeit, 5. Phase",43,52341
ZA6832_tracking0923,t0010_2,"Wahlkreiszuordnung nicht eindeutig: 4. Moeglichkeit, 2. Phase",108,52341
ZA6832_tracking0923,t0010_3,"Wahlkreiszuordnung nicht eindeutig: 4. Moeglichkeit, 3. Phase",93,52341
ZA6832_tracking0923,t0010_4,"Wahlkreiszuordnung nicht eindeutig: 4. Moeglichkeit, 4. Phase",49,52341
ZA6832_tracking0923,t0010_5,"Wahlkreiszuordnung nicht eindeutig: 4. Moeglichkeit, 5. Phase",17,52341
ZA6832_tracking0923,t0011_2,"Wahlkreiszuordnung nicht eindeutig: 5. Moeglichkeit, 2. Phase",2,52341
ZA6832_tracking0923,t0011_3,"Wahlkreiszuordnung nicht eindeutig: 5. Moeglichkeit, 3. Phase",1,52341
ZA6832_tracking0923,t0011_4,"Wahlkreiszuordnung nicht eindeutig: 5. Moeglichkeit, 4. Phase",36,52341
ZA6832_tracking0923,t0011_5,"Wahlkreiszuordnung nicht eindeutig: 5. Moeglichkeit, 5. Phase",8,52341
ZA6832_tracking0923,t0012_4,"Wahlkreiszuordnung nicht eindeutig: 6. Moeglichkeit, 4. Phase",27,52341
ZA6832_tracking0923,t0012_5,"Wahlkreiszuordnung nicht eindeutig: 6. Moeglichkeit, 5. Phase",8,52341
ZA6832_tracking0923,t0013_4,"Wahlkreiszuordnung nicht eindeutig: 7. Moeglichkeit, 4. Phase",21,52341
ZA6832_tracking0923,t0013_5,"Wahlkreiszuordnung nicht eindeutig: 7. Moeglichkeit, 5. Phase",8,52341
ZA6832_tracking0923,t0014_4,"Wahlkreiszuordnung nicht eindeutig: 8. Moeglichkeit, 4. Phase",20,52341
ZA6832_tracking0923,t0014_5,"Wahlkreiszuordnung nicht eindeutig: 8. Moeglichkeit, 5. Phase",8,52341
ZA6832_tracking0923,t0015_4,"Wahlkreiszuordnung nicht eindeutig: 9. Moeglichkeit, 4. Phase",17,52341
ZA6832_tracking0923,t0015_5,"Wahlkreiszuordnung nicht eindeutig: 9. Moeglichkeit, 5. Phase",8,52341
ZA6832_tracking0923,t0016_4,"Wahlkreiszuordnung nicht eindeutig: 10. Moeglichkeit, 4. Phase",13,52341
ZA6832_tracking0923,t0017,Technische Probleme,4554,52341
ZA6832_tracking0923,t0018,quality,10250,52341
ZA6832_tracking0923,t0019,disposition code,18225,52341
ZA6832_tracking0923,t0020,Zeitunterschreiter:innen (10 % der Befragten mit den niedrigsten Indexwerten),39221,52341
ZA6832_tracking0923,t0021,Zeitunterschreiter:innen-Index,39221,52341
ZA6832_tracking0923,t0022,Status nach 60-Prozent-Regel (Version A),11403,52341
ZA6832_tracking0923,t0023,"Status nach 0,2 quality-Regel (Version B)",10250,52341
ZA6832_tracking0923,t0024,Interviewstatus: Anteil beantworteter Fragen,18225,52341
ZA6832_tracking0923,t0025,"Interviewstatus: Anteil beantworteter Fragen, prozentual",16011,52341
ZA6832_tracking0923,t0026,Interviewdauer (nutzer:innenseitig gemessen),16537,52341
ZA6832_tracking0923,t0027,Interviewdauer (serverseitig gemessen),16936,52341
ZA6832_tracking0923,t0028,datetime of survey start,0,52341
ZA6832_tracking0923,t0029,date of last access,0,52341
ZA6832_tracking0923,t0030,Nutzung Smartphone,40929,52341
ZA6832_tracking0923,t0031,Nutzung Tablet,18225,52341
ZA6832_tracking0923,t0032,Genutztes Geraet,18223,52341
ZA6832_tracking0923,t0033,Genutzter Browser,0,52341
ZA6832_tracking0923,t0034,javascript,18087,52341
ZA6832_tracking0923,t0035,Befragungssituation: Arbeitsplatz/Privat,4542,52341
ZA6832_tracking0923,t0036,Debriefing: Ablenkung,4561,52341
ZA6832_tracking0923,t0037,Debriefing: Aufmerksamkeit,1031,52341
ZA6832_tracking0923,t0038,Debriefing: Interesse,4555,52341
ZA6832_tracking0923,t0039,Debriefing: Laenge der Ablenkung,389,52341
ZA6832_tracking0923,t0040,Debriefing: Schwierigkeit der Fragen,4543,52341
ZA6832_tracking0923,t0041,Debriefing: Schwierigkeit der Antworten,4513,52341
ZA6832_tracking0923,t0042,Debriefing: Sorgfalt,5592,52341
ZA6832_tracking0923,t0043,Debriefing: Wissenschaftliche Umfragen,4538,52341
ZA6832_tracking0923,t0044,"Erfahrungen mit Umfragen, objektiv",4549,52341
ZA6832_tracking0923,e0001,Politisches Interesse,51256,52341
ZA6832_tracking0923,e0002_1,"Wahlbeteiligung: Absicht, BTW Sonntag",4870,52341
ZA6832_tracking0923,e0002_2,"Wahlbeteiligung: Absicht, BTW Sonntag",46684,52341
ZA6832_tracking0923,e0003a_1,"Wahlabsicht: BTW Sonntag, Erststimme (Version B)",3133,52341
ZA6832_tracking0923,e0003a_2,"Wahlabsicht: BTW Sonntag, Erststimme (Version B)",38846,52341
ZA6832_tracking0923,e0003b_1,"Wahlabsicht: BTW Sonntag, Zweitstimme (Version B)",3167,52341
ZA6832_tracking0923,e0003b_2,"Wahlabsicht: BTW Sonntag, Zweitstimme (Version B)",39337,52341
ZA6832_tracking0923,e0004a,"Wahlentscheidung: Briefwahl, Erststimme (Version B)",966,52341
ZA6832_tracking0923,e0004b,"Wahlentscheidung: Briefwahl, Zweitstimme (Version B)",967,52341
ZA6832_tracking0923,e0005a_1,"Wahlabsicht: hypothetisch, BTW Sonntag, Erststimme (Version B)",99,52341
ZA6832_tracking0923,e0005a_2,"Wahlabsicht: hypothetisch, BTW Sonntag, Erststimme (Version B)",1983,52341
ZA6832_tracking0923,e0005b_1,"Wahlabsicht: hypothetisch, BTW Sonntag, Zweitstimme (Version B)",129,52341
ZA6832_tracking0923,e0005b_2,"Wahlabsicht: hypothetisch, BTW Sonntag, Zweitstimme (Version B)",1868,52341
ZA6832_tracking0923,e0006,"Wahlberechtigung: Recall, letzte BTW",40760,52341
ZA6832_tracking0923,e0007,"Wahlbeteiligung: Recall, letzte BTW",48174,52341
ZA6832_tracking0923,e0008a,"Wahlentscheidung: Recall, letzte BTW (Erststimme, Version B)",37444,52341
ZA6832_tracking0923,e0008b,"Wahlentscheidung: Recall, letzte BTW (Zweitstimme, Version B)",37768,52341
ZA6832_tracking0923,e0009a,"Recall, hyp. Stimmabgabe, letzte BTW (Erststimme, Version B)",1302,52341
ZA6832_tracking0923,e0009b,"Recall, hyp. Stimmabgabe, letzte BTW (Zweitstimme, Version B)",1297,52341
ZA6832_tracking0923,e0010,Wahlbeteiligung: Bekanntenkreis,30318,52341
ZA6832_tracking0923,e0011,Wahlbeteiligung: Nachbarschaft,29258,52341
ZA6832_tracking0923,e0012,"Wahlabsicht: Sicherheit, BTW 2021",835,52341
ZA6832_tracking0923,e0013,"Wahlentscheidung: Zeitpunkt, Briefwahl",500,52341
ZA6832_tracking0923,e0014,"Wahlentscheidung: hypothetisch nach Briefwahl, Konsistenz, BTW 2021",499,52341
ZA6832_tracking0923,e0015,"Wahlentscheidung: hypoth. nach Briefwahl, BTW 2021, Zweitstimme (Version B)",9,52341
ZA6832_tracking0923,e0016a,"Wahlentscheidung: hypothetisch, Kinder, BTW 2021, Zweitstimme, Kind 1 (Version B",990,52341
ZA6832_tracking0923,e0016b,"Wahlentscheidung: hypothetisch, Kinder, BTW 2021, Zweitstimme, Kind 2 (Version B",434,52341
ZA6832_tracking0923,e0016c,"Wahlentscheidung: hypothetisch, Kinder, BTW 2021, Zweitstimme, Kind 3 (Version B",62,52341
ZA6832_tracking0923,e0016d,"Wahlentscheidung: hypothetisch, Kinder, BTW 2021, Zweitstimme, Kind 4 (Version B",16,52341
ZA6832_tracking0923,e0016e,"Wahlentscheidung: hypothetisch, Kinder, BTW 2021, Zweitstimme, Kind 5 (Version B",3,52341
ZA6832_tracking0923,e0016f,"Wahlentscheidung: hypothetisch, Kinder, BTW 2021, Zweitstimme, Kind 6 (Version B",2,52341
ZA6832_tracking0923,e0017,"Recall, Guete der Entscheidung zur Nichtwahl, BTW 2017",47,52341
