dataset,variable,label,n_valid,n_total
ZA6832_tracking0923,e0018,"Recall, Guete der Wahlentscheidung, BTW 2017",883,52341
ZA6832_tracking0923,e0019,"Recall, Protest Nichtwahl, BTW 2017",47,52341
ZA6832_tracking0923,e0020,"Recall, Protest Wahlentscheidung, BTW 2017",937,52341
ZA6832_tracking0923,e0021,"Recall, Schwierigkeit Wahlentscheidung (Nichtwaehler), BTW 2017",47,52341
ZA6832_tracking0923,e0022,"Recall, Schwierigkeit Wahlentscheidung (Waehler), BTW",1838,52341
ZA6832_tracking0923,e0023,"Schwierigkeit der Wahlentscheidung, Briefwaehler",175,52341
ZA6832_tracking0923,e0024,"Recall, Wahlberechtigung, LTW",18414,52341
ZA6832_tracking0923,e0025,"Recall, Wahlteilnahme, LTW",16535,52341
ZA6832_tracking0923,e0026,"Recall, LTW (Version B)",22523,52341
ZA6832_tracking0923,e0027,"Sonntagsfrage, LTW",6633,52341
ZA6832_tracking0923,e0028,"Sonntagsfrage, LTW (1 Stimme) (Version B)",2361,52341
ZA6832_tracking0923,e0029,"Sonntagsfrage, LTW (2 Stimmen) (Version B)",15268,52341
ZA6832_tracking0923,e0030b,"Sonntagsfrage, LTW (5 und 10 Stimmen) CDU",701,52341
ZA6832_tracking0923,e0030c,"Sonntagsfrage, LTW (5 und 10 Stimmen) CSU",133,52341
ZA6832_tracking0923,e0030d,"Sonntagsfrage, LTW (5 und 10 Stimmen) SPD",701,52341
ZA6832_tracking0923,e0030e,"Sonntagsfrage, LTW (5 und 10 Stimmen) FDP",701,52341
ZA6832_tracking0923,e0030f,"Sonntagsfrage, LTW (5 und 10 Stimmen) GRUENE",701,52341
ZA6832_tracking0923,e0030g,"Sonntagsfrage, LTW (5 und 10 Stimmen) DIE LINKE",701,52341
ZA6832_tracking0923,e0030h,"Sonntagsfrage, LTW (5 und 10 Stimmen) AfD",608,52341
ZA6832_tracking0923,e0030i,"Sonntagsfrage, LTW (5 und 10 Stimmen) NPD",133,52341
ZA6832_tracking0923,e0030j,"Sonntagsfrage, LTW (5 und 10 Stimmen) PIRATEN",605,52341
ZA6832_tracking0923,e0030k,"Sonntagsfrage, LTW (5 und 10 Stimmen) FW Freie Waehler",133,52341
ZA6832_tracking0923,e0030m,"Sonntagsfrage, LTW (5 und 10 Stimmen) SSW",133,52341
ZA6832_tracking0923,e0030n,"Sonntagsfrage, LTW (5 und 10 Stimmen) BIW",701,52341
ZA6832_tracking0923,e0030v,"Sonntagsfrage, LTW (5 und 10 Stimmen) nicht wahlberechtigt",701,52341
ZA6832_tracking0923,e0030w,"Sonntagsfrage, LTW (5 und 10 Stimmen) wuerde nicht zur Wahl gehen",701,52341
ZA6832_tracking0923,e0030x,"Sonntagsfrage, LTW (5 und 10 Stimmen) andere Partei",701,52341
ZA6832_tracking0923,e0030xs,"Sonntagsfrage, LTW (5 und 10 Stimmen) andere Partei (Codierung)",7,52341
ZA6832_tracking0923,e0030y,"Sonntagsfrage, LTW (5 und 10 Stimmen) weiss nicht",701,52341
ZA6832_tracking0923,e0030z,"Sonntagsfrage, LTW (5 und 10 Stimmen) keine Angabe",701,52341
ZA6832_tracking0923,e0031a,"Beabsichtigte Stimmabgabe, LTW (Erststimme, Version B)",26,52341
ZA6832_tracking0923,e0031b,"Beabsichtigte Stimmabgabe, LTW (Zweitstimme, Version B)",27,52341
ZA6832_tracking0923,e0032,"Beabsichtigte Stimmabgabe, LTW, 1 Stimme (Version B)",25,52341
ZA6832_tracking0923,e0033a,"Beabsichtigte Stimmabgabe, LTW, 2 Stimmen (Erststimme, Version B)",26,52341
ZA6832_tracking0923,e0033b,"Beabsichtigte Stimmabgabe, LTW, 2 Stimmen (Zweitstimme, Version B)",26,52341
ZA6832_tracking0923,e0034a,"Briefwahl, LTW (Erststimme, Version B)",11,52341
ZA6832_tracking0923,e0034b,"Briefwahl, LTW (Zweitstimme, Version B)",11,52341
ZA6832_tracking0923,e0035,"Briefwahl, LTW, 1 Stimme (Version B)",5,52341
ZA6832_tracking0923,e0036a,"Briefwahl, LTW, 2 Stimmen (Erststimme, Version B)",2,52341
ZA6832_tracking0923,e0036b,"Briefwahl, LTW, 2 Stimmen (Zweitstimme, Version B)",2,52341
ZA6832_tracking0923,e0037,"Wahlberechtigung, LTW",138,52341
ZA6832_tracking0923,e0038,"Wahlbeteiligung, LTW, Nw",17,52341
ZA6832_tracking0923,e0039,"Wahlbeteiligungsabsicht, LTW",112,52341
ZA6832_tracking0923,e0040,"Wahlteilnahme, LTW, Wahltag",5,52341
ZA6832_tracking0923,e0041a,"Hypothetische Stimmabgabe, LTW (Erststimme, Version B)",1,52341
ZA6832_tracking0923,e0041b,"Hypothetische Stimmabgabe, LTW (Zweitstimme, Version B)",1,52341
ZA6832_tracking0923,e0042,"Hypothetische Stimmabgabe, LTW, 1 Stimme (Version B)",1,52341
ZA6832_tracking0923,e0043a,"Hypothetische Stimmabgabe, LTW, 2 Stimmen (Erststimme, Version B)",1,52341
ZA6832_tracking0923,e0043b,"Hypothetische Stimmabgabe, LTW, 2 Stimmen (Zweitstimme, Version B)",1,52341
ZA6832_tracking0923,e0044,"Wahlberechtigung, Bayern",107,52341
ZA6832_tracking0923,e0045,"Wahlberechtigung, Hessen",61,52341
ZA6832_tracking0923,e0046a,"Wahlbeteiligungsabsicht, Bayern",70,52341
ZA6832_tracking0923,e0046b,"Wahltag, Wahlteilnahme, Bayern",2,52341
ZA6832_tracking0923,e0046c,"Aktuelle Wahlteilnahme, Bayern",32,52341
ZA6832_tracking0923,e0047,"Wahlbeteiligungsabsicht, Hessen",59,52341
ZA6832_tracking0923,e0048a,"Beabsichtigte Stimmabgabe, Bayern (Erststimme, Version B)",46,52341
ZA6832_tracking0923,e0048b,"Beabsichtigte Stimmabgabe, Bayern (Zweitstimme, Version B)",46,52341
ZA6832_tracking0923,e0049a,"Beabsichtigte Stimmabgabe, Hessen (Erststimme, Version B)",44,52341
ZA6832_tracking0923,e0049b,"Beabsichtigte Stimmabgabe, Hessen (Zweitstimme, Version B)",44,52341
ZA6832_tracking0923,e0050a,"aktuelle Stimmabgabe, Bayern (Erststimme, Version B)",27,52341
ZA6832_tracking0923,e0050b,"aktuelle Stimmabgabe, Bayern (Zweitstimme, Version B)",27,52341
ZA6832_tracking0923,e0051a,"Briefwahl, Bayern (Erststimme, Version B)",13,52341
ZA6832_tracking0923,e0051b,"Briefwahl, Bayern (Zweitstimme, Version B)",13,52341
ZA6832_tracking0923,e0052a,"Briefwahl, Hessen (Erststimme, Version B)",8,52341
ZA6832_tracking0923,e0052b,"Briefwahl, Hessen (Zweitstimme, Version B)",8,52341
ZA6832_tracking0923,e0053a,"Hypothetische Stimmabgabe, Bayern (Erststimme, Version B)",2,52341
ZA6832_tracking0923,e0053b,"Hypothetische Stimmabgabe, Bayern (Zweitstimme, Version B)",2,52341
ZA6832_tracking0923,e0054a,"Stimmabgabe, Nw (Erststimme, Version B)",13,52341
ZA6832_tracking0923,e0054b,"Stimmabgabe, Nw (Zweitstimme, Version B)",13,52341
ZA6832_tracking0923,e0055,"Wahlbeteiligungsabsicht, Europa 2019",1065,52341
ZA6832_tracking0923,e0056,"Beabsichtigte Stimmabgabe, Europa 2019 (Version B)",740,52341
ZA6832_tracking0923,e0057,"Hypothetische Stimmabgabe, Europa 2019 (Version B)",72,52341
ZA6832_tracking0923,e0058,"Stimmabgabe Briefwahl, Europa 2019 (Version B)",126,52341
ZA6832_tracking0923,e0059,"Wahlentscheidung, Europa (Version B)",2882,52341
ZA6832_tracking0923,e0060,"Wahlbeteiligungsabsicht, Europa 2014",1006,52341
ZA6832_tracking0923,e0061,"Beabsichtigte Stimmabgabe, Europa 2014 (Version B)",697,52341
ZA6832_tracking0923,e0062,"Recall (2009), Europa (Version B)",2933,52341
ZA6832_tracking0923,e0063,"Recall, Wahlberechtigung, Europa",1036,52341
ZA6832_tracking0923,e0064,"Recall, Wahlteilnahme, Europa",783,52341
ZA6832_tracking0923,e0065,"Stimmabgabe Briefwahl, Europa (Version B)",80,52341
ZA6832_tracking0923,e0066b,"Europa, Parteien (CDU)",5300,52341
ZA6832_tracking0923,e0066c,"Europa, Parteien (CSU)",5200,52341
ZA6832_tracking0923,e0066d,"Europa, Parteien (SPD)",5206,52341
ZA6832_tracking0923,e0066e,"Europa, Parteien (FDP)",4839,52341
ZA6832_tracking0923,e0066f,"Europa, Parteien (GRUENE)",4933,52341
ZA6832_tracking0923,e0066g,"Europa, Parteien (DIE LINKE)",4817,52341
ZA6832_tracking0923,e0066h,"Europa, Parteien (AfD)",2970,52341
ZA6832_tracking0923,e0066j,"Europa, Parteien (PIRATEN)",1204,52341
ZA6832_tracking0923,e0067,"Europa, Ego",9384,52341
ZA6832_tracking0923,e0068,"Europa, Salienz",8434,52341
ZA6832_tracking0923,e0069,Demokratie: Zufriedenheit,52148,52341
ZA6832_tracking0923,e0070b,"Parteien: Skalometer, CDU",48783,52341
ZA6832_tracking0923,e0070c,"Parteien: Skalometer, CSU",47864,52341
ZA6832_tracking0923,e0070d,"Parteien: Skalometer, SPD",48583,52341
ZA6832_tracking0923,e0070e,"Parteien: Skalometer, FDP",47863,52341
ZA6832_tracking0923,e0070f,"Parteien: Skalometer, GRUENE",48400,52341
ZA6832_tracking0923,e0070g,"Parteien: Skalometer, DIE LINKE",47803,52341
ZA6832_tracking0923,e0070h,"Parteien: Skalometer, AfD",34428,52341
ZA6832_tracking0923,e0070j,"Parteien: Skalometer, PIRATEN",6278,52341
ZA6832_tracking0923,e0071ba,"Spitzenpolitiker:in: Skalometer,  A. Merkel",47032,52341
ZA6832_tracking0923,e0071bb,"Spitzenpolitiker:in: Skalometer, W. Schaeuble",22885,52341
ZA6832_tracking0923,e0071bf,"Spitzenpolitiker:in: Skalometer, A. Laschet",3687,52341
ZA6832_tracking0923,e0071bg,"Spitzenpolitiker:in: Skalometer, F. Merz",5087,52341
ZA6832_tracking0923,e0071bh,"Spitzenpolitiker:in: Skalometer, N. Roettgen",904,52341
ZA6832_tracking0923,e0071ca,"Spitzenpolitiker:in: Skalometer, H. Seehofer",39147,52341
ZA6832_tracking0923,e0071cb,"Spitzenpolitiker:in: Skalometer, H. P. Friedrich",4211,52341
ZA6832_tracking0923,e0071cc,"Spitzenpolitiker:in: Skalometer, K. T. zu Guttenberg",8686,52341
ZA6832_tracking0923,e0071cd,"Spitzenpolitiker:in: Skalometer, M. Soeder",9991,52341
ZA6832_tracking0923,e0071da,"Spitzenpolitiker:in: Skalometer, P. Steinbrueck",3941,52341
ZA6832_tracking0923,e0071db,"Spitzenpolitiker:in: Skalometer, S. Gabriel",30240,52341
ZA6832_tracking0923,e0071dc,"Spitzenpolitiker:in: Skalometer, F. W. Steinmeier",12803,52341
ZA6832_tracking0923,e0071dd,"Spitzenpolitiker:in: Skalometer, F. Muentefering",1117,52341
ZA6832_tracking0923,e0071de,"Spitzenpolitiker:in: Skalometer, A. Nahles",15874,52341
ZA6832_tracking0923,e0071df,"Spitzenpolitiker:in: Skalometer, M. Schulz",4061,52341
ZA6832_tracking0923,e0071dg,"Spitzenpolitiker:in: Skalometer, O. Scholz",11831,52341
ZA6832_tracking0923,e0071dh,"Spitzenpolitiker:in: Skalometer, K. Kuehnert",1751,52341
ZA6832_tracking0923,e0071ea,"Spitzenpolitiker:in: Skalometer, R. Bruederle",1825,52341
ZA6832_tracking0923,e0071eb,"Spitzenpolitiker:in: Skalometer, C. Lindner",30708,52341
ZA6832_tracking0923,e0071ec,"Spitzenpolitiker:in: Skalometer, G. Westerwelle",14163,52341
ZA6832_tracking0923,e0071ed,"Spitzenpolitiker:in: Skalometer, P. Roesler",12123,52341
ZA6832_tracking0923,e0071ga,"Spitzenpolitiker:in: Skalometer, G. Gysi",23494,52341
ZA6832_tracking0923,e0071gb,"Spitzenpolitiker:in: Skalometer, O. Lafontaine",13948,52341
ZA6832_tracking0923,e0071gc,"Spitzenpolitiker:in: Skalometer, S. Wagenknecht",15583,52341
ZA6832_tracking0923,e0071gd,"Spitzenpolitiker:in: Skalometer, D. Bartsch",8091,52341
ZA6832_tracking0923,e0071fa,"Spitzenpolitiker:in: Skalometer, J. Trittin",3937,52341
ZA6832_tracking0923,e0071fb,"Spitzenpolitiker:in: Skalometer, K. Goering-Eckardt",21477,52341
ZA6832_tracking0923,e0071fc,"Spitzenpolitiker:in: Skalometer, R. Kuenast",12713,52341
ZA6832_tracking0923,e0071fd,"Spitzenpolitiker:in: Skalometer, C. Oezdemir",28064,52341
ZA6832_tracking0923,e0071fe,"Spitzenpolitiker:in: Skalometer, R. Habeck",7402,52341
ZA6832_tracking0923,e0071ff,"Spitzenpolitiker:in: Skalometer, A. Baerbock",7637,52341
ZA6832_tracking0923,e0071ja,"Spitzenpolitiker:in: Skalometer, B. Schloemer",1700,52341
ZA6832_tracking0923,e0071jb,"Spitzenpolitiker:in: Skalometer, T. Wirth",761,52341
ZA6832_tracking0923,e0071jc,"Spitzenpolitiker:in: Skalometer, S. Nerz",661,52341
ZA6832_tracking0923,e0071ha,"Spitzenpolitiker:in: Skalometer, B. Lucke",5224,52341
ZA6832_tracking0923,e0071hb,"Spitzenpolitiker:in: Skalometer, F. Petry",8412,52341
ZA6832_tracking0923,e0071hc,"Spitzenpolitiker:in: Skalometer, A. Gauland",11646,52341
ZA6832_tracking0923,e0071hd,"Spitzenpolitiker:in: Skalometer, A. Weidel",5301,52341
ZA6832_tracking0923,e0072,Parteiidentifikation (Version B),49057,52341
ZA6832_tracking0923,e0073,Parteiidentifikation: Dauer,38462,52341
ZA6832_tracking0923,e0074,Parteiidentifikation: Staerke,38553,52341
ZA6832_tracking0923,e0075b,"Koalitionen: Skalometer, CDU/CSU, SPD. BTW21",1573,52341
ZA6832_tracking0923,e0075c,"Koalitionen: Skalometer, SPD, GRUENE, BTW21",1571,52341
ZA6832_tracking0923,e0075d,"Koalitionen: Skalometer, CDU/CSU, FDP, BTW21",1559,52341
ZA6832_tracking0923,e0075f,"Koalitionen: Skalometer, SPD, GRUENE und DIE LINKE, BTW21",1595,52341
ZA6832_tracking0923,e0075g,"Koalitionen: Skalometer, CDU/CSU, GRUENE, BTW21",1570,52341
ZA6832_tracking0923,e0075h,"Koalitionen: Skalometer, CDU/CSU, FDP, GRUENE, BTW21",1571,52341
ZA6832_tracking0923,e0075j,"Koalitionen: Skalometer, SPD, FDP, GRUENE, BTW21",1564,52341
ZA6832_tracking0923,e0075k,"Koalitionen: Skalometer, CDU/CSU und AfD, BTW21",1595,52341
ZA6832_tracking0923,e0075p,"Koalitionen: Skalometer, CDU/CSU, SPD und FDP, BTW21",1580,52341
ZA6832_tracking0923,e0075q,"Koalitionen: Skalometer, CDU/CSU, AfD und FDP, BTW21",1570,52341
ZA6832_tracking0923,e0076,"Koalitionen: Erwartungen, BTW21",1320,52341
ZA6832_tracking0923,e0077,Bundesregierung: Leistung,52087,52341
ZA6832_tracking0923,e0078,"Skalometer, Vorgaengerregierung",2221,52341
ZA6832_tracking0923,e0079b,"Regierungsparteien: Leistung, CDU",47492,52341
ZA6832_tracking0923,e0079c,"Regierungsparteien: Leistung, CSU",47320,52341
ZA6832_tracking0923,e0079d,"Regierungsparteien: Leistung, SPD",35569,52341
ZA6832_tracking0923,e0079e,"Regierungsparteien: Leistung, FDP",20716,52341
ZA6832_tracking0923,e0079f,"Regierungsparteien: Leistung, GRUENE",4417,52341
ZA6832_tracking0923,e0080b,"Leistungen, letzte Regierung, Parteien: CDU",2225,52341
ZA6832_tracking0923,e0080c,"Leistungen, letzte Regierung, Parteien: CSU",2212,52341
ZA6832_tracking0923,e0080d,"Leistungen, letzte Regierung, Parteien: SPD",2216,52341
ZA6832_tracking0923,e0081b,"Oppositionsparteien: Leistung, CDU",4452,52341
ZA6832_tracking0923,e0081c,"Oppositionsparteien: Leistung, CSU",4444,52341
ZA6832_tracking0923,e0081d,"Oppositionsparteien: Leistung, SPD",16234,52341
ZA6832_tracking0923,e0081e,"Oppositionsparteien: Leistung, FDP",14811,52341
ZA6832_tracking0923,e0081f,"Oppositionsparteien: Leistung, GRUENE",47302,52341
ZA6832_tracking0923,e0081g,"Oppositionsparteien: Leistung, DIE LINKE",51701,52341
ZA6832_tracking0923,e0081h,"Oppositionsparteien: Leistung, AFD",18144,52341
ZA6832_tracking0923,e0082b,"Parteien: Links-Rechts-Einstufung, CDU",44598,52341
ZA6832_tracking0923,e0082c,"Parteien: Links-Rechts-Einstufung, CSU",44321,52341
ZA6832_tracking0923,e0082d,"Parteien: Links-Rechts-Einstufung, SPD",44473,52341
ZA6832_tracking0923,e0082e,"Parteien: Links-Rechts-Einstufung, FDP",43143,52341
ZA6832_tracking0923,e0082f,"Parteien: Links-Rechts-Einstufung, GRUENE",44033,52341
ZA6832_tracking0923,e0082g,"Parteien: Links-Rechts-Einstufung, DIE LINKE",45408,52341
ZA6832_tracking0923,e0082h,"Parteien: Links-Rechts-Einstufung, AfD",31986,52341
ZA6832_tracking0923,e0082j,"Parteien: Links-Rechts-Einstufung, PIRATEN",5523,52341
ZA6832_tracking0923,e0083,Links-Rechts-Einstufung: Ego,46279,52341
ZA6832_tracking0923,e0084,"Einstellungen: Unterschied, wer regiert",51939,52341
ZA6832_tracking0923,e0085,"Unterschied Regierung, LTW",3247,52341
ZA6832_tracking0923,e0086,Parteien: Unterschiede,51682,52341
ZA6832_tracking0923,e0087a_1,Politische Probleme: Wichtigste (Codierung 1),10704,52341
ZA6832_tracking0923,e0087a_2,Politische Probleme: Wichtigste (Codierung 1),20398,52341
ZA6832_tracking0923,e0087a_3,Politische Probleme: Wichtigste (Codierung 1),14174,52341
ZA6832_tracking0923,e0087b_1,Politische Probleme: Wichtigste (Codierung 2),2779,52341
ZA6832_tracking0923,e0087b_2,Politische Probleme: Wichtigste (Codierung 2),3746,52341
ZA6832_tracking0923,e0087b_3,Politische Probleme: Wichtigste (Codierung 2),912,52341
ZA6832_tracking0923,e0087c_1,Politische Probleme: Wichtigste (Codierung 3),985,52341
ZA6832_tracking0923,e0087c_2,Politische Probleme: Wichtigste (Codierung 3),1021,52341
ZA6832_tracking0923,e0087c_3,Politische Probleme: Wichtigste (Codierung 3),105,52341
ZA6832_tracking0923,e0087d_1,Politische Probleme: Wichtigste (Codierung 4),344,52341
ZA6832_tracking0923,e0087d_2,Politische Probleme: Wichtigste (Codierung 4),281,52341
ZA6832_tracking0923,e0087e_1,Politische Probleme: Wichtigste (Codierung 5),95,52341
ZA6832_tracking0923,e0087e_2,Politische Probleme: Wichtigste (Codierung 5),62,52341
ZA6832_tracking0923,e0087f_1,Politische Probleme: Wichtigste (Codierung 6),50,52341
ZA6832_tracking0923,e0087f_2,Politische Probleme: Wichtigste (Codierung 6),2,52341
ZA6832_tracking0923,e0087g_1,Politische Probleme: Wichtigste (Codierung 7),33,52341
ZA6832_tracking0923,e0087h_1,Politische Probleme: Wichtigste (Codierung 8),19,52341
ZA6832_tracking0923,e0087i_1,Politische Probleme: Wichtigste (Codierung 9),9,52341
ZA6832_tracking0923,e0087j_1,Politische Probleme: Wichtigste (Codierung 10),7,52341
ZA6832_tracking0923,e0087k_1,Politische Probleme: Wichtigste (Codierung 11),2,52341
ZA6832_tracking0923,e0087l_1,Politische Probleme: Wichtigste (Codierung 12),1,52341
ZA6832_tracking0923,e0088,"Politische Probleme: Wichtigstes, Loesungskompetenz (Version B)",49212,52341
ZA6832_tracking0923,e0089,"Politische Probleme: Wichtigste, Loesungsebene",2602,52341
ZA6832_tracking0923,e0090a_1,Politische Probleme: Zweitwichtigste (Codierung 1),9833,52341
ZA6832_tracking0923,e0090a_2,Politische Probleme: Zweitwichtigste (Codierung 1),19489,52341
ZA6832_tracking0923,e0090a_3,Politische Probleme: Zweitwichtigste (Codierung 1),13851,52341
ZA6832_tracking0923,e0090b_1,Politische Probleme: Zweitwichtigste (Codierung 2),983,52341
ZA6832_tracking0923,e0090b_2,Politische Probleme: Zweitwichtigste (Codierung 2),1750,52341
ZA6832_tracking0923,e0090b_3,Politische Probleme: Zweitwichtigste (Codierung 2),493,52341
ZA6832_tracking0923,e0090c_1,Politische Probleme: Zweitwichtigste (Codierung 3),210,52341
ZA6832_tracking0923,e0090c_2,Politische Probleme: Zweitwichtigste (Codierung 3),223,52341
ZA6832_tracking0923,e0090c_3,Politische Probleme: Zweitwichtigste (Codierung 3),21,52341
ZA6832_tracking0923,e0090d_1,Politische Probleme: Zweitwichtigste (Codierung 4),54,52341
ZA6832_tracking0923,e0090d_2,Politische Probleme: Zweitwichtigste (Codierung 4),43,52341
ZA6832_tracking0923,e0090e_1,Politische Probleme: Zweitwichtigste (Codierung 5),18,52341
ZA6832_tracking0923,e0090e_2,Politische Probleme: Zweitwichtigste (Codierung 5),5,52341
ZA6832_tracking0923,e0090f_1,Politische Probleme: Zweitwichtigste (Codierung 6),5,52341
ZA6832_tracking0923,e0090g_1,Politische Probleme: Zweitwichtigste (Codierung 7),3,52341
ZA6832_tracking0923,e0090h_1,Politische Probleme: Zweitwichtigste (Codierung 8),2,52341
ZA6832_tracking0923,e0090i_1,Politische Probleme: Zweitwichtigste (Codierung 9),1,52341
ZA6832_tracking0923,e0091,"Politische Probleme: Zweitwichtigstes, Loesungskompetenz (Version B)",47390,52341
ZA6832_tracking0923,e0092,"Politische Probleme: Zweitwischtigste, Loesungsebene",2268,52341
ZA6832_tracking0923,e0093,"Wirtschaftliche Lage: aktuell, eigene",52121,52341
ZA6832_tracking0923,e0094,"Wirtschaftliche Lage: retrospektiv, eigene",52116,52341
ZA6832_tracking0923,e0095,"Wirtschaftliche Lage: Verantwortung, eigene",51945,52341
ZA6832_tracking0923,e0096,"Wirtschaftliche Lage: prospektiv, Verantwortung, eigene",2220,52341
ZA6832_tracking0923,e0097,"Wirtschaftliche Lage: prospektiv, eigene",52027,52341
ZA6832_tracking0923,e0098,"Wirtschaftliche Lage: aktuell, allgemeine",52082,52341
ZA6832_tracking0923,e0099,"Wirtschaftliche Lage: retrospektiv, allgemeine",51986,52341
ZA6832_tracking0923,e0100,"Wirtschaftliche Lage: Verantwortung, allgemeine",49508,52341
ZA6832_tracking0923,e0101,"Wirtschaftliche Lage: retrospektiv, Verantwortlichkeit, allgmeine",2212,52341
ZA6832_tracking0923,e0102,"Wirtschaftliche Lage: prospektiv, allgemeine",51954,52341
ZA6832_tracking0923,e0103,"Wirtschaftliche Lage: prospektiv, Verantwortung, allgemeine",2201,52341
ZA6832_tracking0923,e0104,"Wirtschaftliche Lage: retrospektiv (kurzfristig), allgemeine",2220,52341
ZA6832_tracking0923,e0105,"Wirtschaftliche Lage: retrospektiv (kurzfristig), Verantwortlichkeit, allgemeine",2198,52341
ZA6832_tracking0923,e0106,"Wirtschaftliche Lage: retrospektiv (kurzfristig), eigene",2222,52341
ZA6832_tracking0923,e0107,"Wirtschaftliche Lage: retrospektiv (kurzfristig), Verantwortlichkeit, eigene",2201,52341
ZA6832_tracking0923,e0108,"Wirtschaftliche Lage: aktuell, allgemeine, Region",38796,52341
ZA6832_tracking0923,e0109,Persoenliche Netzwerke: Netzwerkgroesse,25967,52341
ZA6832_tracking0923,e0110,Persoenliche Netzwerke: Haeufigkeit politische Gespraeche,51944,52341
ZA6832_tracking0923,e0111a,"Psychologische Konzepte: Emotionen, Angst, derzeitige Wirtschaftslage",33810,52341
ZA6832_tracking0923,e0111b,"Psychologische Konzepte: Emotionen, Angst, Kernenergie",6423,52341
ZA6832_tracking0923,e0111c,"Psychologische Konzepte: Emotionen, Angst, globale Klimaerwaermung",33820,52341
ZA6832_tracking0923,e0111d,"Psychologische Konzepte: Emotionen, Angst, internationaler Terrorismus",34847,52341
ZA6832_tracking0923,e0111e,"Psychologische Konzepte: Emotionen, Angst, Konflikt Ukraine",1022,52341
ZA6832_tracking0923,e0111f,"Psychologische Konzepte: Emotionen, Angst, Zuzug von Auslaender:innen",27428,52341
ZA6832_tracking0923,e0111g,"Psychologische Konzepte: Emotionen, Angst, Globalisierung",23242,52341
ZA6832_tracking0923,e0111h,"Psychologische Konzepte: Emotionen, Angst, Entwicklung Tuerkei",6192,52341
ZA6832_tracking0923,e0111i,"Psychologische Konzepte: Emotionen, Angst, Opfer eines Verbrechens werden",21318,52341
ZA6832_tracking0923,e0111j,"Psychologische Konzepte: Emotionen, Angst, Praesident Donald Trump",5178,52341
ZA6832_tracking0923,e0111k,"Psychologische Konzepte: Emotionen, Angst, Zustand Europaeische Union",24339,52341
ZA6832_tracking0923,e0111l,"Psychologische Konzepte: Emotionen, Angst, Aussenpolitik Russland",3161,52341
ZA6832_tracking0923,e0111m,"Psychologische Konzepte: Emotionen, Angst, Zuspruch fuer populistische Parteien",17049,52341
