id,year,treat_no_well_perform_2014,own_econ_bad,own_econ_retrospect_worse,own_econ_gov_responsible_not,own_econ_prospect_worse,gen_econ_bad,gen_econ_retrospect_worse,gen_econ_gov_responsible_not,gen_econ_prospect_worse,cdu_performance_satisfied,csu_performance_satisfied,spd_performance_satisfied
6118,2010,,2,4,2,4,3,4,2,4,2,2,-94
7251,2011,1,3,4,2,4,3,3,3,3,4,2,-94
8451,2011,,3,4,2,4,3,3,3,3,3,4,-94
9551,2011,,3,3,4,2,2,2,3,2,8,5,-94
10759,2011,,3,3,2,4,2,2,4,4,1,1,-94
11775,2012,1,4,4,2,4,4,4,3,4,6,6,-94
12819,2012,,3,3,3,3,3,3,3,3,1,1,-94
13895,2013,,2,5,1,4,3,4,1,4,1,1,-94
14905,2013,,3,3,3,3,3,3,3,3,1,1,-94
19026,2014,1,3,2,3,3,3,2,3,3,7,6,5
21047,2014,,4,3,4,3,2,2,3,3,6,6,6
22204,2015,,3,3,2,3,2,2,3,3,10,6,11
23233,2015,,2,1,2,2,1,1,1,2,9,7,6
24252,2015,,2,2,4,2,2,2,2,3,9,1,9
25279,2015,0,3,4,2,4,3,4,2,3,2,3,5
26310,2016,1,3,4,2,4,3,4,2,2,3,1,5
27325,2016,1,3,3,3,3,3,3,3,3,2,2,10
28348,2016,,2,2,3,2,2,2,2,2,7,5,6
29371,2016,,5,4,3,3,3,3,5,4,2,2,1
30393,2017,1,3,4,2,3,2,3,4,3,3,3,3
31401,2017,,2,4,5,3,2,2,3,2,9,4,6
32485,2017,,3,3,1,3,4,4,1,4,1,1,1
33570,2017,1,2,3,3,3,1,2,3,3,9,9,3
34586,2018,,3,3,2,3,3,3,2,4,1,1,1
35692,2018,,3,3,5,3,3,3,5,3,6,6,6
36794,2018,,2,2,5,3,2,3,5,3,1,1,1
37900,2019,,2,2,3,4,2,3,3,4,10,10,1
39000,2019,1,2,3,4,3,4,4,2,3,6,6,6
40101,2019,,3,3,4,2,3,4,3,4,6,6,4
41178,2020,,3,2,5,2,3,3,3,3,6,6,6
42271,2020,,2,2,5,1,1,3,3,3,4,2,8
43364,2020,,1,3,2,3,4,5,2,2,11,11,6
44442,2021,,2,3,2,3,3,4,1,2,1,1,2
45561,2021,,4,4,1,4,3,4,2,4,1,2,6
46656,2021,,4,5,4,5,3,5,4,2,1,1,5
48344,2022,,2,1,1,1,2,2,2,2,-94,-94,8
49456,2022,,3,3,3,3,3,3,3,3,-94,-94,7
50580,2022,1,2,3,4,3,3,4,3,4,-94,-94,6
51699,2023,,4,3,2,3,4,3,2,3,-94,-94,9
260,2009,,2,4,3,4,3,4,3,4,4,1,4
1624,2009,1,4,4,3,3,4,5,-94,2,5,6,-94
2755,2010,,4,5,2,4,5,5,-94,5,1,1,-94
3891,2010,,3,2,4,4,4,5,1,4,1,1,-94
5029,2010,,5,5,3,3,1,1,3,2,6,6,-94
6119,2010,1,3,3,4,2,2,2,3,3,5,4,-94
7252,2011,,2,1,5,2,3,3,3,2,7,6,-94
8452,2011,,4,2,4,3,3,2,4,3,5,4,-94
9552,2011,,3,3,3,3,3,3,3,-99,5,5,-94
10760,2011,1,4,5,2,3,3,4,2,5,2,2,-94
11776,2012,0,4,2,1,4,4,3,2,4,1,1,-94
12820,2012,,3,2,4,4,3,2,3,4,6,7,-94
13896,2013,,2,3,3,3,1,2,2,3,9,7,-94
14906,2013,,2,2,5,2,2,1,3,3,9,2,-94
15937,2013,,2,3,3,3,3,3,2,3,5,2,-94
16873,2013,1,2,1,5,1,2,2,3,2,5,3,-94
17961,2014,,3,3,2,1,1,1,1,1,6,6,6
19027,2014,,3,3,2,3,2,3,3,4,9,6,9
20053,2014,,2,2,4,3,2,2,3,4,7,2,9
22205,2015,,2,2,5,3,1,2,4,3,6,4,5
23234,2015,,4,3,4,4,3,4,-99,5,8,7,6
24253,2015,,2,2,4,3,2,2,3,2,8,6,7
25280,2015,,4,3,2,3,3,2,2,3,3,1,1
26311,2016,,2,3,3,2,2,2,2,2,10,10,8
27326,2016,1,2,2,4,3,2,3,3,3,2,4,5
28349,2016,,3,2,4,2,3,2,4,2,9,10,9
29372,2016,1,2,3,2,3,2,2,3,3,8,10,6
30394,2017,,2,3,4,4,3,4,4,4,2,1,4
31402,2017,1,4,3,3,2,3,2,4,3,8,8,5
32486,2017,,2,2,1,2,1,1,2,2,5,2,7
33571,2017,,3,4,4,4,3,3,1,4,9,11,7
34587,2018,1,2,2,3,2,2,2,2,3,9,8,5
35693,2018,1,3,3,1,3,2,2,3,3,1,6,9
36795,2018,1,4,3,2,4,4,4,1,4,2,3,1
37901,2019,,3,3,2,4,2,3,2,3,6,9,2
39001,2019,1,3,3,2,3,3,3,2,4,6,6,6
40102,2019,1,5,3,3,3,3,3,3,3,1,1,1
41179,2020,,3,3,3,3,3,3,2,3,9,8,9
42272,2020,,1,3,3,4,4,2,2,4,10,9,11
43365,2020,,1,3,5,2,3,4,2,3,6,6,6
44443,2021,1,2,1,4,3,3,3,1,2,9,9,9
45562,2021,,2,3,2,4,3,4,3,2,7,7,6
46657,2021,,2,1,3,2,3,4,3,3,10,9,8
48345,2022,1,3,4,4,4,3,3,4,3,-94,-94,5
49457,2022,,3,3,2,3,2,3,2,3,-94,-94,2
50581,2022,,3,3,2,5,4,5,2,5,-94,-94,9
51700,2023,,4,3,3,3,3,2,2,2,-94,-94,6
1625,2009,,3,3,4,3,3,4,-94,4,8,6,-94
2756,2010,,3,5,4,3,5,4,-94,3,7,7,-94
3892,2010,,3,5,2,3,3,2,5,2,1,1,-94
5030,2010,,4,4,2,4,4,4,2,3,6,6,-94
6120,2010,,2,3,3,2,2,2,3,3,10,9,-94
7253,2011,,3,3,2,3,2,5,2,2,6,5,-94
8453,2011,0,4,5,1,4,4,5,1,5,1,1,-94
9553,2011,,2,2,2,2,2,2,2,2,9,11,-94
10761,2011,,2,3,1,3,2,1,1,2,10,7,-94
11777,2012,,3,4,2,3,3,4,1,3,3,3,-94
12821,2012,,2,3,5,3,3,3,2,3,11,9,-94
13897,2013,,1,3,5,1,3,2,3,3,10,10,-94
14907,2013,,3,4,2,4,3,2,3,3,3,1,-94
15938,2013,,2,3,3,4,2,2,3,2,4,4,-94
17962,2014,,2,2,4,4,3,2,3,3,3,4,4
21048,2014,,3,3,5,3,2,3,2,4,6,4,6
22206,2015,,3,3,3,3,2,3,3,3,8,6,6
23235,2015,,3,1,5,2,2,2,1,2,2,1,2
24254,2015,,1,3,4,3,2,2,2,4,10,2,9
25281,2015,1,2,3,2,3,2,3,2,3,10,10,7
26312,2016,,2,3,4,3,3,3,4,3,4,7,2
27327,2016,,3,3,2,5,3,4,1,5,1,6,1
28350,2016,1,3,2,3,2,2,2,3,2,10,9,8
29373,2016,,1,3,5,1,1,3,3,3,8,6,8
30395,2017,,1,3,4,4,3,3,3,3,6,4,8
31403,2017,,2,2,3,1,1,2,2,2,10,8,10
32487,2017,,3,4,2,3,3,3,2,3,3,2,6
33572,2017,,3,4,3,3,4,5,2,4,6,6,6
34588,2018,,4,4,2,4,3,3,2,3,4,5,7
35694,2018,,4,4,1,3,5,5,1,5,1,1,1
36796,2018,1,2,4,4,4,2,3,2,3,3,1,3
37902,2019,1,5,4,1,5,3,4,2,4,1,1,1
39002,2019,,3,3,4,2,3,3,2,3,1,1,4
40103,2019,,3,4,2,3,2,2,3,3,9,9,9
41180,2020,1,2,3,2,2,3,3,3,3,6,6,6
42273,2020,,3,3,3,2,3,4,3,2,6,6,6
43366,2020,,2,3,2,3,3,2,3,4,6,8,6
44444,2021,1,5,5,3,2,3,4,3,2,7,7,7
45563,2021,,2,3,1,2,3,3,3,3,8,9,7
46658,2021,,1,3,1,3,3,4,1,3,11,11,11
48346,2022,,3,4,2,4,3,4,2,4,-94,-94,7
49458,2022,,4,4,2,5,3,4,3,4,-94,-94,6
50582,2022,,3,3,4,3,4,4,4,2,-94,-94,6
51701,2023,,3,4,2,3,4,4,2,3,-94,-94,3
261,2009,,4,5,2,4,4,5,2,4,1,1,3
1626,2009,,4,4,4,4,4,4,-94,4,6,6,-94
2757,2010,1,4,5,4,3,3,4,-94,4,2,2,-94
3893,2010,,4,5,1,3,3,5,1,4,3,3,-94
5031,2010,,4,4,2,4,4,4,1,4,4,4,-94
6121,2010,1,3,4,2,3,3,3,3,3,1,1,-94
7254,2011,,2,3,4,3,3,3,3,3,6,6,-94
8454,2011,,2,2,5,1,2,2,3,2,7,4,-94
9554,2011,,3,5,2,3,2,2,2,3,10,10,-94
10762,2011,,3,4,3,4,5,4,1,4,1,1,-94
11778,2012,,2,1,5,1,2,3,4,1,3,6,-94
14908,2013,,3,3,2,3,3,4,2,4,7,7,-94
16874,2013,,2,3,2,3,2,2,2,4,7,5,-94
17963,2014,,3,3,5,3,4,2,2,2,7,7,5
19028,2014,1,3,3,3,3,3,4,3,4,7,7,5
20054,2014,,2,3,4,3,2,2,2,3,9,9,5
22207,2015,,3,4,2,4,3,4,3,4,9,6,10
23236,2015,,2,2,5,2,3,4,3,3,9,5,10
24255,2015,,3,3,3,2,3,2,3,3,6,6,6
25282,2015,,1,2,5,3,2,3,4,3,5,1,5
26313,2016,,2,3,1,3,3,2,1,4,1,9,7
27328,2016,,2,3,2,4,4,4,2,4,4,5,5
28351,2016,,2,3,2,3,2,4,2,3,6,6,6
29374,2016,,2,2,2,1,2,2,2,1,9,9,9
30396,2017,,4,3,1,3,1,1,3,2,6,2,8
31404,2017,,3,3,3,3,3,3,3,3,3,3,6
32488,2017,,3,3,3,3,3,3,4,4,2,8,3
33573,2017,,3,3,5,3,2,2,5,3,7,6,5
34589,2018,1,3,3,2,3,3,3,2,3,6,6,8
35695,2018,,1,1,5,2,2,3,5,3,1,9,2
36797,2018,,1,1,5,1,2,3,3,3,3,2,4
37903,2019,1,3,3,3,3,3,3,3,3,2,2,2
39003,2019,,2,1,5,2,3,4,2,3,3,3,4
40104,2019,,3,3,3,3,3,3,2,4,5,4,5
41181,2020,,4,4,3,2,3,2,2,3,1,1,1
42274,2020,,3,2,2,1,3,2,1,3,6,6,7
43367,2020,,2,3,5,3,3,4,2,3,3,4,1
44445,2021,,4,4,2,3,5,5,2,3,1,1,1
45564,2021,,3,3,4,3,3,4,3,2,7,6,5
46659,2021,,2,3,4,3,3,3,3,2,3,7,10
48347,2022,,3,3,2,-99,3,5,2,4,-94,-94,5
49459,2022,,3,3,1,4,4,5,2,5,-94,-94,5
50583,2022,1,3,3,1,3,5,5,1,5,-94,-94,1
51702,2023,1,4,4,1,4,5,5,1,5,-94,-94,1
262,2009,,4,5,1,5,5,5,2,5,3,2,5
1627,2009,,4,4,3,4,4,4,-94,3,5,5,-94
2758,2010,0,2,3,4,4,3,4,-94,4,7,3,-94
3894,2010,,4,3,2,3,2,2,2,2,7,5,-94
5032,2010,,4,5,2,4,-99,4,2,4,5,5,-94
6122,2010,,2,3,5,3,3,4,1,3,1,1,-94
7255,2011,,3,3,4,3,3,-99,-97,2,9,8,-94
8455,2011,,2,3,1,3,3,2,4,3,6,6,-94
9555,2011,,2,1,2,3,2,1,2,4,8,4,-94
10763,2011,,5,5,5,2,3,2,3,2,10,8,-94
12822,2012,,2,3,2,3,2,2,2,3,8,9,-94
13898,2013,,2,2,1,3,4,4,1,4,8,8,-94
14909,2013,,4,5,2,2,3,2,3,3,9,9,-94
15939,2013,1,4,3,2,3,3,3,2,3,1,1,-94
16875,2013,,3,2,4,3,3,2,3,3,7,7,-94
17964,2014,1,2,3,4,2,2,2,3,3,9,8,8
20055,2014,,5,5,3,3,3,3,4,3,4,4,4
21049,2014,,2,3,3,4,4,4,2,4,3,2,8
22208,2015,,4,4,2,5,5,5,1,5,1,1,1
23237,2015,,1,2,4,3,2,2,3,3,10,7,7
24256,2015,,2,2,1,3,1,1,3,2,8,9,3
25283,2015,,2,3,4,2,2,2,2,3,10,7,7
26314,2016,,4,5,2,3,3,4,2,3,7,8,4
27329,2016,,2,3,2,3,2,3,2,3,4,9,6
28352,2016,,4,5,3,4,3,3,2,3,5,5,6
29375,2016,,2,4,3,1,1,1,2,2,10,10,6
30397,2017,,3,4,5,2,2,2,3,3,4,3,6
31405,2017,,2,2,5,2,2,1,2,2,9,10,8
32489,2017,,2,2,3,3,2,2,3,3,9,9,7
33574,2017,,3,4,3,3,2,4,2,3,9,9,9
34590,2018,1,3,3,3,3,3,3,2,3,3,4,7
35696,2018,,3,3,2,4,4,3,1,3,1,6,1
36798,2018,,1,3,2,3,1,1,2,2,4,1,9
37904,2019,1,2,3,3,3,3,3,3,3,1,1,2
39004,2019,,3,4,2,4,4,5,1,5,1,1,3
40105,2019,,4,5,4,2,3,3,3,3,6,6,6
41182,2020,,3,2,3,2,3,2,3,3,4,3,5
42275,2020,,3,3,4,3,3,4,3,4,4,4,5
43368,2020,,2,3,2,3,2,3,2,2,1,1,11
44446,2021,,3,2,4,2,4,5,4,2,8,8,7
45565,2021,,1,3,3,4,3,4,2,4,7,9,4
46660,2021,,3,4,2,4,3,4,2,3,3,1,3
48348,2022,1,3,4,2,3,4,5,1,5,-94,-94,6
49460,2022,1,2,2,1,3,2,4,2,3,-94,-94,7
50584,2022,1,2,3,2,4,4,4,1,4,-94,-94,1
51703,2023,,1,2,1,3,3,2,3,2,-94,-94,11
263,2009,,2,3,2,2,2,2,1,2,11,11,2
1628,2009,,3,3,4,2,3,4,-94,3,3,3,-94
2759,2010,1,3,4,4,2,3,4,-94,3,4,4,-94
3895,2010,,4,4,2,4,3,4,2,4,2,2,-94
5033,2010,,2,3,2,2,2,2,3,4,6,6,-94
7256,2011,,5,4,1,3,4,5,1,3,1,1,-94
8456,2011,1,4,2,3,4,2,2,3,3,4,3,-94
9556,2011,1,3,3,5,2,3,2,4,3,7,6,-94
10764,2011,,3,2,4,2,3,3,5,2,7,6,-94
11779,2012,,2,2,5,3,2,2,3,2,9,8,-94
12823,2012,1,2,2,3,3,2,3,2,4,3,5,-94
13899,2013,0,3,2,5,1,2,4,3,4,6,3,-94
14910,2013,,3,5,3,2,3,2,2,3,7,5,-94
15940,2013,,2,2,4,2,2,2,2,2,9,6,-94
16876,2013,,4,4,4,2,3,2,3,2,3,3,-94
17965,2014,0,1,1,5,1,2,1,4,2,1,1,2
19029,2014,,3,4,2,-99,4,4,2,4,8,7,7
20056,2014,,2,2,5,3,3,3,3,3,8,2,8
21050,2014,,2,4,2,3,3,-99,-97,3,5,5,5
22209,2015,1,2,3,4,4,2,3,3,3,9,7,8
23238,2015,,2,4,3,3,2,3,3,3,8,6,9
24257,2015,1,5,5,5,3,1,3,5,3,1,1,6
25284,2015,,1,1,5,3,2,1,3,3,9,6,8
26315,2016,,2,3,3,3,2,2,3,3,3,4,3
27330,2016,,2,3,2,3,3,2,2,2,8,7,9
28353,2016,1,4,2,3,3,2,2,2,2,9,9,3
29376,2016,,2,2,3,3,3,4,2,3,5,3,7
30398,2017,,3,4,1,3,3,3,1,3,1,7,8
31406,2017,,5,5,1,4,5,5,1,2,3,3,3
32490,2017,,3,2,5,2,3,3,1,4,1,3,1
33575,2017,,3,3,3,2,3,2,2,3,6,6,6
34591,2018,,3,3,1,3,3,4,3,4,1,1,1
35697,2018,,2,2,3,2,1,2,2,3,9,10,8
36799,2018,,3,3,4,3,3,4,2,3,4,4,4
37905,2019,1,3,3,3,3,3,3,3,3,6,6,6
39005,2019,,3,3,2,4,4,3,1,4,5,4,2
40106,2019,,3,2,2,2,3,4,1,3,1,1,1
41183,2020,,3,4,2,3,3,4,2,4,3,4,2
42276,2020,,1,2,2,3,2,2,2,3,8,8,3
43369,2020,,3,4,2,4,3,4,3,2,1,3,4
44447,2021,,2,2,3,2,3,4,3,2,9,8,7
45566,2021,,3,3,3,3,3,3,3,3,6,6,6
46661,2021,,2,3,2,3,3,2,3,2,9,10,10
48349,2022,,3,3,3,4,4,4,2,4,-94,-94,4
49461,2022,,4,3,3,3,3,2,3,3,-94,-94,6
50585,2022,,1,3,5,3,3,3,3,3,-94,-94,6
51704,2023,,3,3,1,2,4,5,1,5,-94,-94,2
1629,2009,,5,5,1,-99,5,4,-94,4,1,1,-94
2760,2010,,4,3,2,3,4,4,-94,2,4,4,-94
3896,2010,,3,5,1,4,4,4,4,3,1,1,-94
5034,2010,,3,3,2,4,3,3,3,5,3,3,-94
6123,2010,,4,4,2,2,3,2,3,3,1,1,-94
7257,2011,,2,3,2,3,2,1,2,2,7,5,-94
8457,2011,,2,3,4,3,2,3,4,3,1,1,-94
9557,2011,,3,2,3,3,1,1,3,2,9,6,-94
10765,2011,,3,2,5,2,2,2,3,3,7,3,-94
11780,2012,1,3,2,5,4,4,4,2,4,3,1,-94
12824,2012,,3,3,5,2,2,2,3,4,6,6,-94
14911,2013,1,3,4,4,4,3,4,3,4,3,3,-94
15941,2013,,3,4,2,2,3,4,2,4,7,5,-94
16877,2013,,1,3,5,3,2,2,3,3,10,10,-94
19030,2014,,3,2,3,2,4,3,2,2,4,3,2
20057,2014,0,2,3,4,3,3,4,2,4,5,4,5
21051,2014,1,3,4,2,3,3,3,3,4,3,3,2
22210,2015,0,3,3,2,4,2,1,2,3,9,6,8
23239,2015,,2,3,4,3,2,2,3,2,9,7,6
24258,2015,1,3,3,3,4,2,2,3,3,8,8,8
25285,2015,1,2,3,2,4,4,5,1,5,1,3,1
26316,2016,1,2,3,3,3,3,3,2,4,5,3,5
27331,2016,,2,3,5,3,1,2,2,3,10,8,9
28354,2016,,3,3,2,3,1,1,4,3,1,1,10
29377,2016,,2,3,2,3,3,3,1,3,4,4,4
30399,2017,,2,2,4,3,2,4,3,3,9,1,9
31407,2017,,1,1,3,1,2,2,2,3,8,1,9
32491,2017,,3,2,5,1,3,3,3,3,6,6,6
33576,2017,,2,3,4,4,3,3,3,4,3,3,3
34592,2018,,3,3,4,3,2,2,3,3,5,5,5
35698,2018,,4,3,1,4,3,4,2,4,1,10,1
36800,2018,,2,3,2,3,2,3,3,3,2,4,1
37906,2019,1,5,5,1,3,4,5,1,4,1,1,5
39006,2019,,3,3,4,-99,5,3,4,3,1,1,1
40107,2019,,3,2,3,3,1,2,2,3,10,11,9
41184,2020,,4,4,5,3,3,3,2,4,7,6,5
42277,2020,,3,4,3,3,4,5,2,2,9,9,3
43370,2020,,2,2,2,2,3,3,3,3,8,8,8
44448,2021,,2,3,5,5,3,4,4,4,8,6,5
45567,2021,1,2,3,5,2,1,3,3,4,9,9,9
46662,2021,,4,3,1,3,4,4,1,5,4,4,1
48350,2022,0,3,3,2,3,3,4,1,4,-94,-94,6
49462,2022,1,4,3,3,2,4,4,1,3,-94,-94,1
50586,2022,,4,5,2,5,5,5,1,5,-94,-94,1
51705,2023,1,5,5,1,5,4,4,1,5,-94,-94,1
1630,2009,,3,2,5,2,3,5,-94,3,7,7,-94
2761,2010,,3,4,3,3,3,5,-94,2,5,3,-94
3897,2010,1,4,5,1,4,4,4,2,4,1,1,-94
5035,2010,,3,4,1,4,4,4,1,3,2,2,-94
6124,2010,,3,-99,-97,3,-99,-99,-97,-99,-99,-99,-94
7258,2011,,-99,-99,-97,-99,-99,-99,-97,-99,-99,-99,-94
8458,2011,1,3,2,5,2,2,2,4,3,3,1,-94
10766,2011,1,3,3,-99,3,3,3,3,3,1,1,-94
11781,2012,,3,3,3,3,3,3,3,4,3,3,-94
12825,2012,,3,4,2,4,3,4,2,4,3,3,-94
13900,2013,,3,5,1,5,4,4,2,4,5,5,-94
14912,2013,,2,2,4,3,3,4,3,2,6,6,-94
15942,2013,,4,5,2,2,3,4,3,3,3,3,-94
16878,2013,,2,3,5,3,3,3,3,3,6,6,-94
17966,2014,,3,3,5,3,3,3,5,3,1,1,1
21052,2014,1,3,3,3,3,3,3,3,3,7,7,7
22211,2015,,3,3,5,3,2,2,3,3,1,1,1
23240,2015,,2,3,3,3,2,4,2,4,10,6,9
24259,2015,,3,1,5,1,1,1,2,3,9,1,10
25286,2015,,2,3,3,3,3,4,3,3,7,3,7
26317,2016,,3,4,1,4,4,5,1,5,3,3,3
27332,2016,,4,4,2,1,3,3,1,3,6,6,6
28355,2016,,1,1,4,3,2,2,3,3,6,3,8
29378,2016,,3,4,3,3,3,4,2,3,3,3,3
30400,2017,,2,3,3,4,2,2,3,3,4,2,4
31408,2017,,2,3,3,3,1,1,3,3,9,9,2
32492,2017,,1,2,5,3,2,3,3,3,9,5,7
33577,2017,,2,3,5,3,4,4,2,3,1,1,6
34593,2018,,2,3,2,3,2,3,2,3,1,4,4
35699,2018,,2,3,1,3,2,2,4,4,1,3,1
36801,2018,,2,2,2,3,3,3,2,3,9,9,1
37907,2019,,4,3,3,3,3,3,4,3,6,6,6
39007,2019,,3,3,3,3,4,3,2,3,6,6,6
40108,2019,,2,2,4,2,3,3,2,4,4,3,8
41185,2020,,4,3,3,3,3,3,2,3,5,5,1
42278,2020,,3,3,3,5,4,4,2,2,10,10,7
43371,2020,,2,2,5,2,2,5,4,2,2,2,2
44449,2021,,2,3,3,3,3,4,2,4,9,8,7
45568,2021,,3,3,4,3,2,4,3,3,3,1,4
46663,2021,,3,4,2,4,4,5,2,4,-99,1,1
48351,2022,,5,5,2,4,3,4,2,3,-94,-94,7
49463,2022,,3,4,3,4,4,4,3,4,-94,-94,5
50587,2022,,2,3,2,3,4,4,3,4,-94,-94,1
51706,2023,,3,3,5,5,4,5,1,5,-94,-94,1
264,2009,,4,4,2,4,4,4,2,4,2,2,2
1631,2009,,4,5,3,3,3,4,-94,3,1,1,-94
2762,2010,,4,4,3,4,3,5,-94,2,7,6,-94
3898,2010,1,3,4,2,3,4,4,2,4,3,3,-94
5036,2010,,4,5,1,5,3,5,1,5,1,1,-94
6125,2010,,2,3,3,3,1,1,2,3,11,10,-94
7259,2011,,2,1,3,3,2,2,2,2,8,5,-94
8459,2011,,4,5,1,4,3,2,3,3,1,1,-94
9558,2011,,4,3,1,3,3,3,1,3,3,3,-94
10767,2011,,3,3,5,1,3,3,4,2,6,6,-94
11782,2012,1,1,-99,-97,3,1,2,2,2,11,10,-94
12826,2012,,2,3,3,5,3,3,4,5,4,4,-94
13901,2013,,5,2,2,3,3,4,1,3,3,3,-94
15943,2013,,3,4,2,2,3,3,1,3,6,6,-94
16879,2013,,1,3,4,3,2,3,4,3,4,3,-94
20058,2014,,2,3,3,3,2,2,3,3,5,4,7
22212,2015,0,1,3,5,2,2,2,2,3,8,6,9
23241,2015,,2,3,5,1,1,2,3,3,10,9,9
24260,2015,,2,3,3,3,3,2,3,2,6,1,7
25287,2015,,1,3,2,3,1,2,1,3,8,6,7
26318,2016,1,2,3,4,4,3,2,3,4,7,2,8
27333,2016,,2,3,3,3,2,3,3,3,7,7,10
28356,2016,1,2,3,3,3,2,3,2,3,1,1,1
29379,2016,,2,3,5,3,3,5,1,5,1,6,1
30401,2017,,3,4,1,5,4,4,1,5,1,11,1
31409,2017,,3,2,3,2,2,1,3,2,5,5,4
32493,2017,1,3,2,5,4,3,3,2,4,9,8,3
33578,2017,,4,3,2,4,2,3,2,3,7,1,9
34594,2018,,3,2,3,2,2,3,3,2,5,5,5
35700,2018,1,2,3,2,3,2,3,2,4,6,6,2
36802,2018,,3,3,1,3,2,2,5,3,4,3,2
37908,2019,,-99,3,2,4,3,3,2,2,9,1,7
39008,2019,,3,3,1,3,4,3,1,3,1,4,1
40109,2019,,2,2,3,1,1,3,3,3,3,2,11
41186,2020,,4,3,3,3,3,3,1,3,8,8,11
42279,2020,1,2,2,2,2,3,3,-99,3,6,1,6
43372,2020,,3,2,5,2,3,4,3,2,6,6,6
44450,2021,,2,3,2,3,1,3,1,3,8,6,8
45569,2021,1,3,3,3,3,3,3,2,2,5,3,7
46664,2021,1,2,3,5,3,4,3,1,3,6,6,6
48352,2022,,3,3,3,3,3,4,3,3,-94,-94,5
49464,2022,1,3,3,3,3,3,3,3,3,-94,-94,5
50588,2022,,5,5,1,5,4,5,1,5,-94,-94,1
51707,2023,1,4,3,3,4,4,4,1,4,-94,-94,1
265,2009,,3,3,2,4,4,4,3,4,7,5,3
1632,2009,,4,5,3,2,4,5,-94,2,7,7,-94
2763,2010,,2,3,4,2,3,4,-94,2,11,9,-94
3899,2010,1,4,5,4,1,2,4,1,1,1,1,-94
5037,2010,,2,3,4,3,3,3,2,2,3,5,-94
6126,2010,,5,5,1,5,4,4,2,4,2,2,-94
7260,2011,,3,3,3,2,3,3,3,3,6,6,-94
8460,2011,,2,2,3,3,2,2,3,3,4,3,-94
9559,2011,,3,3,3,3,3,3,3,3,1,1,-94
10768,2011,,2,3,1,3,3,2,4,3,2,1,-94
12827,2012,,3,2,4,3,2,3,3,3,6,6,-94
16880,2013,,2,3,2,3,2,2,2,3,8,7,-94
17967,2014,,4,3,2,3,3,3,3,3,1,1,1
20059,2014,,3,3,3,4,2,2,4,3,4,2,6
21053,2014,,2,4,4,3,2,3,2,3,10,8,8
22213,2015,,2,3,5,3,2,2,3,4,1,1,2
23242,2015,,2,3,4,3,2,2,3,4,4,2,8
24261,2015,,3,2,3,3,2,2,3,3,3,4,5
25288,2015,,2,3,4,3,3,2,3,4,7,6,7
26319,2016,1,2,3,3,3,2,2,3,3,10,9,8
27334,2016,1,2,4,4,4,3,2,3,4,9,1,9
28357,2016,,2,2,4,2,3,3,3,3,8,9,6
29380,2016,,2,3,3,3,3,-99,-97,3,9,9,9
30402,2017,,4,3,3,3,2,3,3,3,4,5,5
31410,2017,,2,3,4,3,2,3,3,3,9,8,8
32494,2017,1,1,3,3,3,1,3,3,3,8,5,8
33579,2017,,1,1,3,3,1,1,3,3,10,6,9
34595,2018,1,4,4,3,3,2,2,1,2,4,4,7
35701,2018,,2,1,2,2,2,1,2,3,11,11,6
36803,2018,,3,3,2,4,3,3,3,3,6,6,6
37909,2019,,2,3,2,3,2,2,2,2,7,7,4
39009,2019,,3,4,1,4,5,5,1,5,1,1,3
40110,2019,,2,3,3,3,3,3,4,3,6,6,5
41187,2020,,5,5,2,5,4,4,2,4,2,2,2
42280,2020,1,5,3,3,2,2,2,2,5,9,6,8
43373,2020,,4,4,2,3,4,3,3,3,5,5,4
44451,2021,,3,3,4,2,3,4,4,2,9,9,8
45570,2021,1,2,3,3,3,2,3,3,3,7,5,7
46665,2021,,3,4,1,3,3,4,2,2,1,1,2
48353,2022,1,1,2,2,2,1,2,2,2,-94,-94,7
49465,2022,,4,4,2,3,4,5,3,5,-94,-94,2
50589,2022,,3,3,1,3,3,3,1,5,-94,-94,1
51708,2023,,2,2,2,1,2,2,2,2,-94,-94,9
266,2009,,5,5,2,5,3,5,1,4,1,1,1
1633,2009,,4,5,2,5,4,4,-94,4,9,7,-94
2764,2010,,4,4,3,2,3,4,-94,3,6,6,-94
3900,2010,0,3,3,1,2,2,2,1,1,1,1,-94
5038,2010,,3,2,3,2,3,2,3,2,2,2,-94
7261,2011,1,-99,2,4,3,3,2,3,2,8,6,-94
8461,2011,1,3,4,2,2,3,3,3,2,3,2,-94
9560,2011,,2,4,3,3,2,2,3,2,8,9,-94
10769,2011,,2,3,5,4,2,3,2,4,9,9,-94
11783,2012,,3,4,2,4,3,2,2,3,7,6,-94
12828,2012,,4,5,2,2,4,4,2,4,3,9,-94
13902,2013,,2,3,4,2,2,2,4,4,4,4,-94
14913,2013,,3,2,3,3,4,2,3,4,5,4,-94
15944,2013,,4,3,3,3,2,3,3,3,2,1,-94
16881,2013,,2,3,4,4,2,2,3,3,6,6,-94
17968,2014,,2,4,2,2,2,2,3,2,5,3,2
20060,2014,,2,2,5,2,3,4,5,4,6,6,7
22214,2015,,2,3,5,3,4,5,1,5,1,1,2
23243,2015,1,3,3,3,4,2,2,4,3,8,7,5
24262,2015,,2,3,5,3,3,4,3,4,4,3,8
25289,2015,,2,3,3,3,2,4,2,5,9,10,6
