id,year,treat_no_well_perform_2014,own_econ_bad,own_econ_retrospect_worse,own_econ_gov_responsible_not,own_econ_prospect_worse,gen_econ_bad,gen_econ_retrospect_worse,gen_econ_gov_responsible_not,gen_econ_prospect_worse,cdu_performance_satisfied,csu_performance_satisfied,spd_performance_satisfied
37632,2019,,3,3,3,2,2,2,3,3,7,9,4
38732,2019,,4,4,3,4,4,4,3,4,6,8,9
39833,2019,,4,2,3,2,4,4,2,2,5,4,3
40910,2020,1,2,3,2,4,4,4,5,5,5,4,8
42003,2020,,3,4,2,4,4,4,2,5,1,1,1
43096,2020,,1,3,4,3,3,3,3,3,7,6,8
44174,2021,,3,3,2,3,3,4,1,4,1,1,3
45293,2021,,4,3,1,3,5,4,-99,4,6,6,6
46388,2021,1,3,3,4,2,3,4,-99,2,7,6,9
48076,2022,,3,3,2,4,3,3,2,3,-94,-94,6
49188,2022,1,2,3,2,1,3,4,2,2,-94,-94,6
50312,2022,1,3,3,3,3,3,3,3,3,-94,-94,6
51431,2023,,3,4,2,4,2,4,1,2,-94,-94,4
25,2009,,4,5,1,4,4,5,1,4,4,2,5
1356,2009,,2,2,4,2,3,2,-94,2,8,7,-94
2487,2010,,3,4,2,3,4,3,-94,4,2,2,-94
3623,2010,0,4,4,1,4,4,3,3,3,7,6,-94
4761,2010,,3,2,3,3,3,2,3,3,8,6,-94
5884,2010,,2,3,3,3,3,2,3,2,9,8,-94
8184,2011,,3,2,4,3,2,2,4,2,1,1,-94
9306,2011,,3,4,2,4,2,3,2,4,3,3,-94
10492,2011,,3,4,1,4,3,2,5,4,2,2,-94
11563,2012,,3,2,5,3,2,2,3,3,4,4,-94
12593,2012,,2,4,3,3,4,4,3,4,8,6,-94
13669,2013,,2,2,3,2,3,2,2,2,7,8,-94
15732,2013,,3,2,5,3,2,2,3,2,9,8,-94
17776,2014,,3,2,3,3,3,2,3,3,10,10,8
19851,2014,,3,4,5,1,2,3,4,4,8,8,10
20857,2014,,4,3,2,3,2,3,3,3,-99,-99,-99
21937,2015,0,3,4,2,4,2,2,4,3,6,6,6
22966,2015,,2,1,5,3,2,2,3,3,5,5,7
23985,2015,,2,3,5,3,3,3,4,3,8,7,9
25012,2015,1,2,3,3,3,2,2,3,3,10,6,7
26043,2016,,2,2,5,3,3,3,5,4,1,4,1
27058,2016,,3,4,2,3,2,2,2,3,6,1,7
28081,2016,,2,1,3,3,3,2,3,3,3,2,4
29104,2016,,2,3,2,3,3,3,2,3,7,6,7
30126,2017,,2,2,4,3,2,2,4,3,6,3,2
31134,2017,,3,2,3,3,2,2,2,2,6,1,4
32218,2017,,2,3,3,3,1,2,2,3,9,4,11
33303,2017,,2,3,3,3,2,3,4,3,6,2,6
34319,2018,,3,4,4,2,3,4,2,3,3,2,4
35425,2018,,5,3,1,5,5,5,1,5,1,1,1
36527,2018,,4,4,3,4,2,3,4,3,6,2,5
37633,2019,,2,2,3,2,3,3,3,3,7,8,6
38733,2019,,5,3,1,3,1,3,1,3,1,1,1
39834,2019,,3,2,4,2,3,4,3,3,7,6,8
40911,2020,,3,2,3,2,3,2,3,2,1,1,5
42004,2020,,3,3,3,3,3,4,3,4,8,8,9
43097,2020,,2,3,3,3,5,5,4,3,6,7,2
44175,2021,,3,4,2,4,3,4,2,2,10,11,11
45294,2021,,3,4,1,4,5,3,2,5,6,8,6
46389,2021,,2,3,3,3,3,3,3,3,6,6,8
48077,2022,,3,3,1,5,5,5,1,5,-94,-94,1
49189,2022,,3,4,2,5,4,5,3,5,-94,-94,3
50313,2022,,3,3,3,3,3,3,3,3,-94,-94,-99
51432,2023,,4,5,3,4,3,5,3,2,-94,-94,4
26,2009,,2,3,3,4,3,4,2,4,5,4,7
1357,2009,,3,4,2,3,4,2,-94,3,7,7,-94
2488,2010,,2,3,2,2,3,2,-94,2,4,3,-94
3624,2010,,5,5,1,5,5,5,1,5,1,1,-94
4762,2010,,3,3,3,3,3,3,3,3,6,6,-94
5885,2010,,3,3,3,3,3,3,3,3,1,1,-94
8185,2011,,1,1,3,2,1,1,4,3,7,1,-94
9307,2011,,3,4,1,3,3,4,1,4,1,1,-94
10493,2011,,4,3,2,3,3,4,2,4,6,6,-94
11564,2012,,4,2,2,4,3,3,3,4,6,6,-94
12594,2012,,3,2,5,2,2,3,4,3,5,4,-94
13670,2013,,4,4,-99,2,3,3,3,3,8,6,-94
14691,2013,,5,3,1,3,4,3,1,3,1,1,-94
15733,2013,,2,4,1,4,2,2,4,3,3,2,-94
16706,2013,,3,3,2,4,4,4,2,4,3,3,-94
18814,2014,,1,2,4,2,3,2,3,2,9,8,8
19852,2014,,3,1,5,2,3,3,3,2,6,5,7
20858,2014,,4,3,1,4,2,3,4,3,1,1,1
21938,2015,,2,3,4,3,3,3,3,3,2,2,2
22967,2015,,3,3,3,3,2,3,3,3,3,2,7
23986,2015,,2,3,2,4,3,3,2,4,3,1,5
25013,2015,1,1,2,4,3,2,3,2,4,4,8,3
26044,2016,,1,1,3,2,2,2,3,4,1,2,5
27059,2016,0,2,1,5,4,1,2,4,3,3,1,4
28082,2016,,3,4,2,4,3,3,3,3,9,9,7
29105,2016,,1,1,5,1,2,4,2,3,2,9,1
30127,2017,,2,3,2,3,2,2,3,3,9,9,7
31135,2017,1,1,2,3,3,2,2,2,3,8,10,7
32219,2017,1,2,2,5,3,2,2,3,2,5,5,5
33304,2017,,2,2,5,3,3,3,3,3,3,1,9
34320,2018,0,3,3,3,4,4,5,2,5,1,1,1
35426,2018,,2,3,5,2,2,1,2,2,11,8,7
36528,2018,,3,-99,-97,3,3,3,3,3,1,1,8
37634,2019,,1,3,3,2,2,2,2,3,9,7,8
38734,2019,,2,2,5,2,3,4,2,4,1,8,7
39835,2019,1,2,-99,-97,3,3,3,2,4,6,6,5
40912,2020,,3,4,2,3,3,4,2,5,1,3,1
42005,2020,,2,3,3,3,3,4,2,4,9,9,4
43098,2020,,4,3,1,3,5,4,1,5,1,1,1
44176,2021,,5,3,1,4,4,5,1,5,1,1,2
45295,2021,1,3,2,4,2,4,4,3,2,9,6,7
46390,2021,1,3,3,1,3,3,3,1,3,1,1,1
48078,2022,,2,3,2,3,2,3,2,1,-94,-94,9
49190,2022,,3,3,4,3,3,4,3,4,-94,-94,6
50314,2022,,5,5,2,5,4,5,2,5,-94,-94,4
51433,2023,1,3,2,3,3,4,4,1,5,-94,-94,1
27,2009,1,3,3,3,4,3,4,3,4,6,6,6
1358,2009,,2,2,5,2,3,3,-94,3,6,6,-94
2489,2010,0,5,5,1,5,4,5,-94,5,1,1,-94
3625,2010,,3,3,3,3,3,3,3,3,6,6,-94
4763,2010,,3,3,3,3,5,3,2,3,2,2,-94
5886,2010,,2,3,5,3,3,2,5,3,2,2,-94
7024,2011,,2,2,2,2,2,1,1,2,8,8,-94
8186,2011,,3,3,2,3,3,4,2,4,2,2,-94
9308,2011,,2,2,5,3,2,2,2,2,7,6,-94
10494,2011,,3,3,3,3,3,3,2,3,2,2,-94
11565,2012,1,2,2,4,3,3,3,3,3,1,1,-94
12595,2012,,1,1,5,3,2,4,3,3,4,4,-94
13671,2013,1,2,3,3,3,2,4,4,3,10,2,-94
14692,2013,,3,2,5,2,2,3,3,3,8,4,-94
15734,2013,,2,3,4,3,2,3,4,3,4,1,-94
16707,2013,,3,4,3,3,2,2,2,3,9,9,-94
18815,2014,,4,3,3,3,2,2,3,3,8,3,5
19853,2014,,2,3,5,3,1,3,5,3,1,1,1
20859,2014,,3,2,5,2,2,2,3,3,5,2,7
21939,2015,,3,2,1,3,3,2,1,4,2,2,7
22968,2015,,2,3,2,2,2,3,2,2,3,3,3
23987,2015,1,2,3,5,3,1,2,4,2,1,1,3
25014,2015,,2,3,5,3,2,2,2,3,6,6,4
26045,2016,0,2,2,5,2,2,2,3,3,8,1,9
27060,2016,1,4,4,1,4,5,5,1,5,1,1,1
28083,2016,,2,3,2,3,1,1,2,3,10,9,7
29106,2016,,2,3,3,3,3,4,2,3,8,10,8
30128,2017,1,2,2,4,3,3,2,3,3,2,2,3
31136,2017,0,2,3,1,4,2,2,2,3,8,9,5
32220,2017,1,1,3,5,3,3,3,2,4,6,1,3
33305,2017,1,2,3,3,3,3,3,3,3,8,8,8
34321,2018,,2,3,3,3,3,2,3,2,5,5,7
35427,2018,,3,3,3,4,3,3,5,3,1,1,1
36529,2018,,5,5,3,2,4,4,2,4,1,2,3
37635,2019,,3,3,4,4,3,2,4,4,7,7,6
38735,2019,,4,4,2,3,3,4,1,4,1,3,3
39836,2019,,5,2,1,4,5,4,1,4,3,3,4
40913,2020,,2,2,2,2,3,4,2,3,7,7,8
42006,2020,,2,3,4,3,3,4,2,1,11,10,6
43099,2020,1,1,4,2,2,1,2,1,2,11,11,11
44177,2021,,4,1,1,1,5,5,1,2,1,1,6
45296,2021,,3,3,3,3,3,4,2,3,3,6,6
46391,2021,,2,3,1,3,5,5,1,5,1,1,1
48079,2022,1,2,3,3,3,3,3,3,4,-94,-94,6
49191,2022,,3,4,2,2,3,4,2,3,-94,-94,6
50315,2022,0,4,4,2,4,4,4,3,4,-94,-94,2
51434,2023,,3,4,2,4,2,2,2,3,-94,-94,4
28,2009,1,3,4,3,3,3,4,3,2,6,4,8
1359,2009,,3,3,3,3,3,5,-94,2,7,5,-94
2490,2010,,3,2,2,1,3,3,-94,2,10,8,-94
3626,2010,,2,2,5,3,4,5,1,4,1,1,-94
4764,2010,1,3,3,3,2,2,2,3,2,11,5,-94
5887,2010,,3,4,2,3,3,2,3,2,3,4,-94
7025,2011,,3,3,3,3,3,2,3,3,7,7,-94
8187,2011,1,3,3,4,3,2,2,2,2,9,7,-94
9309,2011,,5,4,2,4,4,5,1,4,1,1,-94
10495,2011,1,2,3,3,2,1,2,3,2,4,4,-94
11566,2012,,3,3,3,2,2,3,2,3,4,5,-94
12596,2012,,3,3,3,3,3,3,3,3,4,3,-94
13672,2013,,2,2,5,2,2,2,3,2,8,8,-94
15735,2013,,3,3,2,3,3,3,2,4,9,5,-94
17777,2014,,3,2,3,3,3,3,3,3,7,6,6
18816,2014,,2,3,2,3,2,3,2,3,9,10,5
19854,2014,,2,1,4,2,3,2,3,3,6,6,6
21940,2015,,1,3,3,4,3,2,3,3,9,4,8
22969,2015,,2,3,3,3,2,2,2,3,10,6,7
23988,2015,,3,5,2,4,1,2,2,3,6,4,6
25015,2015,,2,3,4,3,2,3,2,4,9,6,9
26046,2016,1,2,3,4,3,2,4,4,4,8,2,7
27061,2016,,2,3,3,3,2,2,2,2,9,6,7
28084,2016,,2,3,4,3,2,2,3,4,9,10,8
29107,2016,1,1,2,3,3,1,2,3,3,2,1,2
30129,2017,,2,3,3,3,3,2,2,2,9,1,6
31137,2017,,4,4,4,4,3,3,3,4,5,5,3
32221,2017,,2,3,3,4,4,4,4,4,6,6,6
33306,2017,,2,2,4,3,2,2,3,3,2,1,10
34322,2018,,3,5,3,3,3,4,1,4,1,3,1
35428,2018,,3,3,3,3,3,3,3,3,6,4,6
36530,2018,,3,3,3,3,1,1,3,3,1,1,1
37636,2019,1,3,3,4,2,2,4,1,3,7,7,9
38736,2019,1,3,4,3,4,3,3,3,3,4,3,5
39837,2019,,4,5,1,3,3,3,1,4,1,1,8
40914,2020,,2,3,3,3,3,3,3,4,1,1,4
42007,2020,,4,4,3,5,4,2,3,5,8,8,6
43100,2020,,5,5,5,5,3,3,3,3,1,1,1
44178,2021,1,4,3,5,3,4,5,1,4,1,1,1
45297,2021,1,3,3,2,3,3,3,2,3,9,9,7
46392,2021,1,3,3,3,3,3,3,3,3,6,6,6
48080,2022,,2,3,3,3,2,2,3,2,-94,-94,6
49192,2022,1,4,5,1,4,5,5,1,5,-94,-94,1
50316,2022,,2,2,4,2,4,4,1,4,-94,-94,2
51435,2023,,3,3,4,4,2,4,3,3,-94,-94,2
29,2009,,3,5,5,2,3,3,2,2,11,8,10
1360,2009,,4,3,4,5,5,5,-94,5,6,6,-94
2491,2010,,4,4,3,3,3,4,-94,3,8,7,-94
3627,2010,1,3,3,2,3,3,3,2,3,5,5,-94
4765,2010,,2,2,3,3,2,2,3,3,4,4,-94
5888,2010,,3,3,3,4,3,3,3,4,6,6,-94
7026,2011,,3,-99,-97,2,-99,4,2,3,6,4,-94
8188,2011,,4,5,1,3,4,4,1,4,6,6,-94
9310,2011,1,3,2,5,-99,3,4,3,3,5,2,-94
10496,2011,1,3,4,2,4,3,4,2,4,2,2,-94
12597,2012,1,2,3,4,3,2,2,2,2,10,8,-94
13673,2013,,2,2,5,3,3,4,3,4,7,6,-94
14693,2013,,2,2,4,1,3,2,3,2,8,6,-94
17778,2014,,2,3,2,3,3,3,2,4,4,4,6
18817,2014,1,4,4,2,4,3,2,3,3,4,2,8
20860,2014,,4,3,1,4,4,4,2,5,6,6,6
21941,2015,,2,4,1,4,3,4,2,3,1,5,-99
22970,2015,,2,3,4,2,3,2,3,3,8,6,4
23989,2015,,3,3,3,3,2,3,2,4,8,6,6
25016,2015,,3,3,2,3,4,3,2,3,7,6,7
26047,2016,,3,3,2,4,3,3,2,4,3,5,3
27062,2016,,3,4,3,3,2,2,3,4,5,5,7
28085,2016,,1,1,5,2,1,2,3,2,9,9,4
29108,2016,,3,3,3,3,3,3,3,3,6,6,6
30130,2017,,4,3,3,3,2,3,3,2,2,1,7
31138,2017,,4,3,1,2,3,3,2,3,3,1,4
32222,2017,,2,3,3,3,1,2,2,2,9,9,6
33307,2017,,3,2,3,4,1,1,4,2,4,7,5
34323,2018,,2,1,5,1,3,2,2,2,9,2,11
35429,2018,,3,3,2,3,1,1,1,3,8,3,9
36531,2018,,4,5,1,5,3,4,1,5,11,9,11
37637,2019,,3,3,3,3,2,3,3,3,8,6,8
38737,2019,0,2,2,3,3,2,3,2,3,2,2,2
39838,2019,,5,3,3,2,3,4,2,4,4,6,7
40915,2020,,3,-99,-97,-99,3,3,4,4,5,6,6
42008,2020,1,2,3,3,3,2,3,3,3,5,3,6
43101,2020,,3,4,2,3,3,5,3,2,4,7,4
44179,2021,1,2,2,4,4,4,2,4,5,2,3,3
45298,2021,,4,4,4,3,4,3,2,3,5,5,5
46393,2021,1,1,3,2,2,3,3,2,2,9,9,4
48081,2022,,4,5,4,2,3,4,4,3,-94,-94,6
49193,2022,,2,3,3,3,2,3,3,4,-94,-94,8
50317,2022,,5,5,1,5,5,5,1,5,-94,-94,6
51436,2023,,4,4,2,3,4,4,2,4,-94,-94,1
30,2009,,5,4,1,5,1,5,1,5,1,1,1
1361,2009,1,3,4,4,2,3,2,-94,2,8,6,-94
2492,2010,,4,4,3,3,4,3,-94,5,3,2,-94
3628,2010,,4,5,1,5,5,5,1,5,1,1,-94
4766,2010,1,3,4,1,4,5,4,1,4,5,5,-94
5889,2010,,2,2,5,2,3,2,5,3,1,1,-94
8189,2011,,3,3,4,2,3,2,2,2,8,8,-94
9311,2011,,3,3,3,2,4,4,3,3,6,6,-94
10497,2011,,2,2,2,2,2,3,2,2,9,8,-94
11567,2012,,2,1,5,3,2,1,4,3,7,2,-94
12598,2012,,2,4,3,3,2,1,3,2,9,6,-94
13674,2013,1,1,3,4,3,3,4,3,3,8,1,-94
14694,2013,1,2,2,5,3,3,3,2,3,9,1,-94
17779,2014,,3,4,3,4,4,3,2,3,1,1,6
18818,2014,,2,3,3,3,2,3,2,3,9,6,9
19855,2014,,2,3,4,3,2,3,3,3,5,3,6
20861,2014,,2,4,4,4,2,3,3,3,8,2,8
21942,2015,,2,3,2,3,2,2,2,3,9,6,3
22971,2015,1,3,2,2,3,4,5,2,4,1,-99,-99
23990,2015,1,2,3,5,3,1,1,2,4,2,1,2
25017,2015,,2,3,1,2,3,3,2,3,3,3,3
26048,2016,,3,3,2,3,3,-99,-97,3,6,6,6
27063,2016,,3,4,3,3,2,2,3,3,7,6,5
28086,2016,,1,2,5,2,1,2,4,3,4,1,4
29109,2016,0,3,4,2,3,3,3,3,3,4,2,8
30131,2017,,3,3,3,2,2,2,3,3,8,6,8
31139,2017,,2,2,2,3,2,2,2,2,9,7,6
32223,2017,,5,3,2,3,1,3,2,3,11,7,9
33308,2017,,2,3,4,3,2,2,2,2,4,5,3
34324,2018,1,3,2,2,2,2,2,3,3,2,2,4
35430,2018,,3,3,3,3,3,3,2,3,10,10,5
36532,2018,,1,5,2,1,1,2,2,2,8,8,8
37638,2019,,3,3,3,4,2,3,3,3,8,6,8
38738,2019,1,5,5,1,5,4,5,1,5,1,1,1
39839,2019,,5,5,2,2,2,3,3,3,5,5,5
40916,2020,,4,3,3,4,3,4,3,4,5,4,4
42009,2020,1,2,3,4,2,2,3,3,4,10,9,9
43102,2020,,1,3,2,4,3,5,4,2,10,11,9
44180,2021,,3,3,3,3,2,2,3,2,7,8,9
45299,2021,1,4,4,1,4,4,5,1,3,1,1,1
46394,2021,,4,4,3,4,5,5,2,5,1,1,9
48082,2022,,1,1,1,1,2,1,1,1,-94,-94,1
49194,2022,,3,4,1,5,3,4,2,4,-94,-94,6
50318,2022,1,2,3,1,3,3,3,1,5,-94,-94,2
51437,2023,,2,2,5,2,3,4,1,3,-94,-94,8
31,2009,,4,4,4,2,3,4,3,2,10,10,6
1362,2009,,3,2,5,4,4,4,-94,2,5,5,-94
2493,2010,,4,4,2,3,2,3,-94,3,4,4,-94
3629,2010,,3,2,3,3,3,3,3,2,9,8,-94
4767,2010,,4,4,2,2,2,3,3,3,5,6,-94
5890,2010,,3,2,4,3,3,2,3,2,1,1,-94
7027,2011,1,3,5,1,3,4,5,1,4,1,1,-94
8190,2011,,4,4,4,2,3,3,3,2,7,7,-94
9312,2011,,4,5,1,5,5,5,1,5,1,1,-94
10498,2011,,3,3,2,3,3,2,3,3,6,6,-94
11568,2012,1,1,3,5,3,2,3,4,4,4,4,-94
14695,2013,,1,3,5,2,3,2,2,3,10,10,-94
15736,2013,,3,2,2,2,3,3,3,3,7,6,-94
16708,2013,,4,5,3,4,3,3,2,4,3,4,-94
17780,2014,,2,2,3,3,2,2,2,2,7,6,7
19856,2014,,4,2,5,5,4,4,2,3,1,1,1
20862,2014,,3,4,2,3,3,3,2,3,3,1,3
21943,2015,,2,2,5,2,3,4,2,3,5,5,5
22972,2015,,2,3,3,3,2,3,3,3,8,3,4
23991,2015,,4,3,1,4,3,4,1,4,1,1,2
25018,2015,,2,3,2,3,2,3,3,3,10,5,10
26049,2016,1,3,4,1,5,3,2,1,4,1,1,1
27064,2016,,4,4,3,3,3,4,2,5,1,1,1
28087,2016,,3,2,4,2,3,3,2,2,3,1,3
29110,2016,,3,3,3,3,3,4,3,3,4,4,4
30132,2017,,3,2,5,3,3,3,3,3,3,3,8
31140,2017,,1,2,4,3,3,4,3,3,7,4,8
32224,2017,,3,4,4,3,2,2,2,3,8,3,4
33309,2017,,2,3,4,3,1,3,2,3,6,6,6
34325,2018,1,3,3,3,4,3,4,2,4,8,8,4
35431,2018,,3,3,3,3,4,4,2,4,6,6,1
36533,2018,,3,3,3,2,3,3,3,2,2,-99,1
37639,2019,,3,3,3,3,3,3,3,3,6,6,6
38739,2019,,4,3,2,3,5,5,1,5,1,1,1
39840,2019,,2,2,3,2,3,3,3,3,8,8,10
40917,2020,1,2,3,2,2,2,3,2,2,11,11,7
42010,2020,,4,4,3,3,3,4,3,4,6,5,5
43103,2020,,3,3,3,1,2,4,3,1,9,7,7
44181,2021,1,5,5,1,4,5,5,1,5,1,1,8
45300,2021,,3,3,3,3,3,4,2,4,3,6,4
46395,2021,,3,4,1,4,3,5,1,3,2,2,8
48083,2022,,3,5,3,3,3,3,3,3,-94,-94,1
49195,2022,,4,4,2,4,3,3,2,4,-94,-94,8
50319,2022,,5,4,1,3,5,5,1,5,-94,-94,1
51438,2023,,4,5,3,4,4,4,3,4,-94,-94,5
1363,2009,,3,3,3,3,2,3,-94,3,1,1,-94
2494,2010,1,3,3,5,2,4,4,-94,3,1,1,-94
3630,2010,,4,4,2,3,4,4,3,2,3,3,-94
4768,2010,,3,3,2,3,3,3,3,3,1,1,-94
7028,2011,1,2,2,5,3,3,2,3,3,3,3,-94
8191,2011,1,4,5,1,3,4,5,1,3,1,1,-94
9313,2011,1,2,2,4,3,1,1,3,3,8,4,-94
10499,2011,,2,3,3,3,2,2,3,3,8,2,-94
13675,2013,,2,3,2,1,3,4,3,3,5,6,-94
14696,2013,,3,3,2,3,3,3,3,4,3,5,-94
15737,2013,,4,5,1,4,4,5,2,3,11,11,-94
17781,2014,,3,4,3,3,4,4,2,3,9,7,4
18819,2014,,2,4,2,4,2,2,2,3,7,2,7
20863,2014,,2,3,4,4,3,4,3,4,6,6,6
21944,2015,1,3,4,3,3,3,2,3,4,8,4,5
22973,2015,,1,3,5,3,1,3,4,3,7,3,5
23992,2015,,2,2,4,4,3,3,3,4,5,8,4
25019,2015,1,4,3,2,2,3,2,2,2,5,3,3
26050,2016,1,4,4,2,3,3,2,3,3,7,2,7
27065,2016,,2,3,4,3,1,2,2,3,9,10,8
28088,2016,,3,2,4,3,3,3,3,3,3,1,4
29111,2016,,1,2,3,3,1,2,2,3,9,2,9
30133,2017,1,2,3,3,3,2,3,2,3,9,9,4
31141,2017,,3,3,3,2,3,2,2,4,8,8,9
32225,2017,,1,1,3,2,2,2,2,2,10,3,11
33310,2017,,2,3,2,3,3,3,2,4,3,3,3
34326,2018,,2,3,3,3,3,2,4,3,1,1,1
35432,2018,,3,4,3,3,3,3,3,3,6,7,10
36534,2018,,2,2,5,3,2,2,3,2,1,1,1
37640,2019,,5,4,2,4,3,4,2,4,8,9,7
38740,2019,,4,3,2,3,2,3,4,3,4,1,6
39841,2019,1,3,3,1,4,3,4,1,4,1,1,1
40918,2020,,2,2,5,4,4,5,1,4,3,3,5
42011,2020,,2,3,3,3,3,3,3,4,5,6,7
43104,2020,,4,2,2,3,4,5,2,3,1,1,1
44182,2021,,4,5,2,4,4,4,3,3,10,9,6
45301,2021,1,5,5,2,3,5,5,4,5,2,6,9
46396,2021,,4,3,2,3,4,4,1,4,2,1,10
48084,2022,1,2,2,2,2,2,2,2,3,-94,-94,8
49196,2022,,4,3,3,3,4,4,3,4,-94,-94,6
50320,2022,,4,4,3,2,5,4,1,2,-94,-94,1
51439,2023,,3,4,3,4,3,4,3,4,-94,-94,5
32,2009,,3,3,3,3,4,5,4,4,4,3,8
1364,2009,,3,3,4,3,4,4,-94,4,7,-99,-94
2495,2010,,3,3,3,2,3,4,-94,3,8,7,-94
3631,2010,,3,4,1,3,4,5,1,4,2,2,-94
4769,2010,,3,4,1,4,4,4,2,4,2,2,-94
5891,2010,,3,3,3,3,3,3,3,3,6,6,-94
7029,2011,,2,3,5,3,2,1,5,2,3,4,-94
8192,2011,,2,2,5,2,3,3,4,2,4,4,-94
9314,2011,1,3,3,5,3,2,2,3,3,4,7,-94
10500,2011,,1,1,5,2,3,3,5,3,1,1,-94
11569,2012,1,3,4,5,1,2,-99,-97,4,5,5,-94
13676,2013,,3,5,1,3,3,2,3,4,6,6,-94
14697,2013,,2,1,3,2,2,2,2,3,10,9,-94
15738,2013,,2,4,2,4,3,2,3,3,2,2,-94
17782,2014,,2,3,2,3,2,2,2,3,9,11,6
19857,2014,1,1,2,2,2,1,1,1,2,9,8,10
21945,2015,,2,2,5,3,1,3,3,3,6,4,5
22974,2015,0,2,4,5,3,3,2,4,2,7,6,8
23993,2015,,2,3,4,4,4,3,2,5,3,6,3
25020,2015,1,2,3,3,3,3,2,3,3,9,3,7
26051,2016,,3,4,3,4,3,4,-99,5,3,9,5
27066,2016,,2,2,2,2,2,2,2,3,7,6,7
28089,2016,,2,3,4,3,3,4,4,4,2,1,2
29112,2016,0,1,2,1,3,1,2,2,3,10,2,10
30134,2017,1,3,3,5,2,3,2,3,2,8,2,9
31142,2017,1,3,3,2,3,3,3,2,3,9,7,8
32226,2017,,1,3,5,3,1,2,3,3,6,1,6
33311,2017,,3,4,2,4,3,2,5,2,3,1,2
34327,2018,,5,4,1,4,4,5,1,5,1,1,1
35433,2018,,3,3,3,3,3,3,3,3,5,7,6
36535,2018,,2,2,2,3,2,2,2,3,10,9,8
37641,2019,,3,3,3,3,3,4,2,4,5,1,7
38741,2019,1,3,3,3,2,3,4,3,4,6,6,5
39842,2019,,3,3,4,3,2,2,4,4,7,7,7
40919,2020,,4,3,2,3,5,4,1,4,11,11,11
42012,2020,1,4,2,3,3,3,3,2,4,10,6,8
43105,2020,,3,5,3,3,3,3,1,4,9,8,7
44183,2021,1,4,3,5,3,3,2,3,3,6,6,10
45302,2021,,3,3,3,3,4,5,2,3,8,7,6
46397,2021,1,2,3,3,3,2,3,2,2,6,3,7
48085,2022,,3,4,4,3,4,4,3,2,-94,-94,10
49197,2022,,3,4,1,3,4,5,1,4,-94,-94,6
50321,2022,,3,5,1,5,5,5,1,5,-94,-94,1
51440,2023,,3,2,5,4,4,4,1,4,-94,-94,3
33,2009,,3,4,2,3,3,4,3,3,5,4,5
1365,2009,,2,3,3,3,3,4,-94,2,9,8,-94
2496,2010,,4,5,5,3,3,5,-94,3,3,3,-94
3632,2010,1,2,4,1,2,5,5,1,4,1,1,-94
4770,2010,,3,3,3,3,3,3,3,3,6,6,-94
7030,2011,,2,2,2,2,2,2,2,2,11,11,-94
8193,2011,,4,4,4,3,4,5,2,3,2,3,-94
9315,2011,,4,4,3,2,3,3,2,-99,8,8,-94
10501,2011,0,2,2,2,2,2,2,2,2,8,10,-94
11570,2012,1,4,3,1,3,4,3,3,2,1,1,-94
12599,2012,,2,1,5,4,3,4,3,4,5,4,-94
13677,2013,,2,1,5,3,4,4,3,4,4,5,-94
14698,2013,1,3,2,4,2,2,2,3,3,2,2,-94
16709,2013,,2,3,5,4,3,3,4,4,3,2,-94
17783,2014,,3,1,5,2,3,2,3,3,5,5,5
18820,2014,,4,4,2,4,4,4,2,5,6,6,6
19858,2014,,2,3,4,3,2,2,3,3,8,6,9
20864,2014,,3,3,3,3,3,3,3,3,9,9,7
21946,2015,,2,3,3,3,2,3,3,3,5,2,8
22975,2015,,2,3,4,3,2,2,4,3,8,8,10
23994,2015,1,3,3,3,3,3,3,3,4,7,7,9
25021,2015,,2,2,2,3,2,2,2,2,10,9,6
26052,2016,,2,3,5,3,2,4,1,5,1,3,1
27067,2016,,4,4,2,2,2,2,2,3,7,7,9
28090,2016,1,2,3,5,3,2,3,4,3,3,3,3
29113,2016,,3,3,4,3,2,2,2,2,6,6,6
30135,2017,1,2,2,4,3,2,3,3,3,4,1,7
31143,2017,,3,5,2,4,1,3,1,3,7,8,9
32227,2017,,2,3,5,3,3,3,5,4,1,6,1
33312,2017,1,2,2,5,3,2,2,3,3,9,6,8
34328,2018,,2,3,3,3,2,2,2,3,9,8,6
35434,2018,1,3,3,3,4,2,3,3,3,1,3,1
36536,2018,1,2,3,3,3,2,1,2,3,10,10,10
37642,2019,,2,2,2,2,2,3,3,2,1,1,1
38742,2019,,4,3,1,3,4,4,1,4,1,1,1
39843,2019,,3,2,4,2,3,3,3,3,3,4,2
40920,2020,,2,3,3,1,2,2,2,3,6,6,4
42013,2020,,3,3,3,3,3,3,3,3,6,3,3
43106,2020,,2,2,4,3,2,3,3,3,6,6,6
44184,2021,1,3,4,5,2,2,5,4,4,5,3,4
45303,2021,,3,3,3,3,3,3,3,3,6,6,6
46398,2021,,4,4,3,2,4,5,1,2,1,1,1
48086,2022,,3,3,2,3,3,4,2,2,-94,-94,1
49198,2022,,3,4,3,3,3,4,3,4,-94,-94,8
50322,2022,1,3,3,1,4,5,4,1,5,-94,-94,1
51441,2023,1,2,2,3,2,2,2,2,3,-94,-94,9
34,2009,1,4,5,2,2,3,3,2,3,9,9,7
1366,2009,1,1,3,5,3,2,4,-94,3,1,1,-94
2497,2010,,3,3,5,4,3,4,-94,3,3,6,-94
